set_num;name;year;theme_id;theme_name;num_parts;img_url;Price
71811-1;Arin's Ninja Off-Road Buggy Car;2024;435;Ninjago;267;https://cdn.rebrickable.com/media/sets/71811-1.jpg;49.99
71476-1;Zoey and Zian the Cat-Owl;2024;749;Dreamzzz;437;https://cdn.rebrickable.com/media/sets/71476-1.jpg;49.99
42169-1;NEOM McLaren Formula E Race Car;2024;1;Technic;452;https://cdn.rebrickable.com/media/sets/42169-1.jpg;49.99
75377-1;Invisible Hand;2024;158;Star Wars;557;https://cdn.rebrickable.com/media/sets/75377-1.jpg;49.99
31154-1;Forest Animals: Red Fox;2024;672;Creator 3-in-1;667;https://cdn.rebrickable.com/media/sets/31154-1.jpg;49.99
40677-1;Prisoner of Azkaban Figures;2024;610;Brickheadz;697;https://cdn.rebrickable.com/media/sets/40677-1.jpg;49.99
10331-1;Kingfisher Bird;2024;721;Icons;834;https://cdn.rebrickable.com/media/sets/10331-1.jpg;49.99
10794-1;Team Spidey Web Spinner Headquarters;2024;755;Spidey and His Amazing Friends;193;https://cdn.rebrickable.com/media/sets/10794-1.jpg;54.99
21256-1;The Frog House;2024;577;Minecraft;400;https://cdn.rebrickable.com/media/sets/21256-1.jpg;54.99
60413-1;Fire Rescue Plane;2024;58;Fire;485;https://cdn.rebrickable.com/media/sets/60413-1.jpg;54.99
42617-1;Farm Animal Sanctuary;2024;494;Friends;489;https://cdn.rebrickable.com/media/sets/42617-1.jpg;54.99
75387-1;Boarding the Tantive IV;2024;158;Star Wars;502;https://cdn.rebrickable.com/media/sets/75387-1.jpg;54.99
80051-1;Monkie Kid's Mini Mech;2024;693;Monkie Kid;557;https://cdn.rebrickable.com/media/sets/80051-1.jpg;54.99
31152-1;Space Astronaut;2024;672;Creator 3-in-1;647;https://cdn.rebrickable.com/media/sets/31152-1.jpg;54.99
60418-1;Police Mobile Crime Lab Truck;2024;61;Police;674;https://cdn.rebrickable.com/media/sets/60418-1.jpg;54.99
11035-1;Creative Houses;2024;621;Classic;850;https://cdn.rebrickable.com/media/sets/11035-1.jpg;54.99
11036-1;Creative Vehicles;2024;621;Classic;900;https://cdn.rebrickable.com/media/sets/11036-1.jpg;54.99
10422-1;3in1 Space Shuttle Adventure;2024;504;Duplo;58;https://cdn.rebrickable.com/media/sets/10422-1.jpg;59.99
76282-1;Rocket & Baby Groot;2024;702;Avengers;566;https://cdn.rebrickable.com/media/sets/76282-1.jpg;59.99
31211-1;The Fauna Collection – Macaw Parrots;2024;709;LEGO Art;644;https://cdn.rebrickable.com/media/sets/31211-1.jpg;59.99
10328-1;Bouquet of Roses;2024;721;Icons;822;https://cdn.rebrickable.com/media/sets/10328-1.jpg;59.99
11038-1;Vibrant Creative Brick Box;2024;621;Classic;850;https://cdn.rebrickable.com/media/sets/11038-1.jpg;59.99
42616-1;Heartlake City Music Talent Show;2024;494;Friends;670;https://cdn.rebrickable.com/media/sets/42616-1.jpg;64.99
43249-1;Stitch;2024;608;Disney;730;https://cdn.rebrickable.com/media/sets/43249-1.jpg;64.99
31150-1;Wild Safari Animals;2024;672;Creator 3-in-1;780;https://cdn.rebrickable.com/media/sets/31150-1.jpg;64.99
76285-1;Spider-Man's Mask;2024;706;Spider-Man;487;https://cdn.rebrickable.com/media/sets/76285-1.jpg;69.99
71809-1;Egalt the Master Dragon;2024;435;Ninjago;534;https://cdn.rebrickable.com/media/sets/71809-1.jpg;69.99
71812-1;Kai's Ninja Climber Mech;2024;435;Ninjago;623;https://cdn.rebrickable.com/media/sets/71812-1.jpg;69.99
42179-1;Planet Earth and Moon in Orbit;2024;1;Technic;526;https://cdn.rebrickable.com/media/sets/42179-1.jpg;74.99
77050-1;Nook's Cranny & Rosie's House;2024;752;Animal Crossing;535;https://cdn.rebrickable.com/media/sets/77050-1.jpg;74.99
76428-1;Hagrid's Hut: An Unexpected Visit;2024;246;Harry Potter;896;https://cdn.rebrickable.com/media/sets/76428-1.jpg;74.99
21345-1;Polaroid OneStep SX-70;2024;576;LEGO Ideas and CUUSOO;516;https://cdn.rebrickable.com/media/sets/21345-1.jpg;79.99
75376-1;Tantive IV;2024;158;Star Wars;654;https://cdn.rebrickable.com/media/sets/75376-1.jpg;79.99
10330-1;McLaren MP4/4 & Ayrton Senna;2024;721;Icons;693;https://cdn.rebrickable.com/media/sets/10330-1.jpg;79.99
60414-1;Fire Station with Fire Truck;2024;58;Fire;844;https://cdn.rebrickable.com/media/sets/60414-1.jpg;79.99
42605-1;Mars Space Base and Rocket;2024;494;Friends;981;https://cdn.rebrickable.com/media/sets/42605-1.jpg;79.99
21346-1;Family Tree;2024;576;LEGO Ideas and CUUSOO;1040;https://cdn.rebrickable.com/media/sets/21346-1.jpg;79.99
76281-1;X-Men X-Jet;2024;707;X-Men;359;https://cdn.rebrickable.com/media/sets/76281-1.jpg;84.99
43241-1;Rapunzel's Tower and the Snuggly Duckling Tavern;2024;579;Disney Princess;623;https://cdn.rebrickable.com/media/sets/43241-1.jpg;84.99
42170-1;Kawasaki Ninja H2 Motorcycle;2024;1;Technic;643;https://cdn.rebrickable.com/media/sets/42170-1.jpg;84.99
60432-1;Command Rover and Crane Loader;2024;52;City;758;https://cdn.rebrickable.com/media/sets/60432-1.jpg;84.99
42619-1;Pop Star Tour Bus;2024;494;Friends;845;https://cdn.rebrickable.com/media/sets/42619-1.jpg;84.99
75375-1;Millennium Falcon;2024;158;Star Wars;921;https://cdn.rebrickable.com/media/sets/75375-1.jpg;84.99
71477-1;The Sandman's Tower;2024;749;Dreamzzz;724;https://cdn.rebrickable.com/media/sets/71477-1.jpg;89.99
80112-1;Auspicious Dragon;2024;686;Chinese Traditional Festivals;1171;https://cdn.rebrickable.com/media/sets/80112-1.jpg;89.99
10413-1;Daily Routines: Bath Time;2024;504;Duplo;15;https://cdn.rebrickable.com/media/sets/10413-1.jpg;9.99
71801-1;Kai's Dragon Glider;2024;435;Ninjago;24;https://cdn.rebrickable.com/media/sets/71801-1.jpg;9.99
71802-1;Nya's Dragon Glider;2024;435;Ninjago;26;https://cdn.rebrickable.com/media/sets/71802-1.jpg;9.99
71803-1;Arin's Dragon Glider;2024;435;Ninjago;27;https://cdn.rebrickable.com/media/sets/71803-1.jpg;9.99
60399-1;Green Race Car;2024;52;City;56;https://cdn.rebrickable.com/media/sets/60399-1.jpg;9.99
60410-1;Fire Rescue Motorcycle;2024;58;Fire;57;https://cdn.rebrickable.com/media/sets/60410-1.jpg;9.99
10792-1;Drill Spinner Vehicle;2024;755;Spidey and His Amazing Friends;58;https://cdn.rebrickable.com/media/sets/10792-1.jpg;9.99
76275-1;Motorcycle Chase: Spider-Man vs. Doc Ock;2024;706;Spider-Man;77;https://cdn.rebrickable.com/media/sets/76275-1.jpg;9.99
60401-1;Construction Steamroller;2024;56;Construction;78;https://cdn.rebrickable.com/media/sets/60401-1.jpg;9.99
71805-1;Jay's Mech Battle Pack;2024;435;Ninjago;78;https://cdn.rebrickable.com/media/sets/71805-1.jpg;9.99
60411-1;Fire Rescue Helicopter;2024;58;Fire;87;https://cdn.rebrickable.com/media/sets/60411-1.jpg;9.99
40670-1;Iron Spider-Man;2024;610;Brickheadz;91;https://cdn.rebrickable.com/media/sets/40670-1.jpg;9.99
71471-1;Mateo's Off-Road Car;2024;749;Dreamzzz;94;https://cdn.rebrickable.com/media/sets/71471-1.jpg;9.99
60400-1;Go-Karts and Race Drivers;2024;52;City;99;https://cdn.rebrickable.com/media/sets/60400-1.jpg;9.99
71428-1;Yoshis' Egg-cellent Forest Expansion Set;2024;690;Super Mario;107;https://cdn.rebrickable.com/media/sets/71428-1.jpg;9.99
40671-1;Potted Groot;2024;610;Brickheadz;113;https://cdn.rebrickable.com/media/sets/40671-1.jpg;9.99
40673-1;Spring Festival Mickey Mouse;2024;610;Brickheadz;120;https://cdn.rebrickable.com/media/sets/40673-1.jpg;9.99
31145-1;Red Dragon;2024;672;Creator 3-in-1;149;https://cdn.rebrickable.com/media/sets/31145-1.jpg;9.99
40674-1;Stitch;2024;610;Brickheadz;152;https://cdn.rebrickable.com/media/sets/40674-1.jpg;9.99
76429-1;Talking Sorting Hat;2024;246;Harry Potter;561;https://cdn.rebrickable.com/media/sets/76429-1.jpg;99.99
43246-1;Princess Market Adventure;2024;579;Disney Princess;821;https://cdn.rebrickable.com/media/sets/43246-1.jpg;99.99
60419-1;Police Prison Island;2024;61;Police;980;https://cdn.rebrickable.com/media/sets/60419-1.jpg;99.99
10713-1;Creative Suitcase;2018;621;Classic;218;https://cdn.rebrickable.com/media/sets/10713-1.jpg;19.99
80053-1;Mei's Dragon Mech;2024;693;Monkie Kid;998;https://cdn.rebrickable.com/media/sets/80053-1.jpg;99.99
75379-1;R2-D2;2024;158;Star Wars;1050;https://cdn.rebrickable.com/media/sets/75379-1.jpg;99.99
42620-1;Olly's and Paisley's Family Homes;2024;494;Friends;1126;https://cdn.rebrickable.com/media/sets/42620-1.jpg;99.99
42621-1;Heartlake City Hospital;2024;494;Friends;1044;https://cdn.rebrickable.com/media/sets/42621-1.jpg;109.99
