set_num;name;year;theme_id;theme_name;num_parts;img_url;Price
45015-1;Tech Machines;2013;516;Duplo and Explore;97;https://cdn.rebrickable.com/media/sets/45015-1.jpg;249.95
21108-1;Ghostbusters Ecto-1;2014;576;LEGO Ideas and CUUSOO;508;https://cdn.rebrickable.com/media/sets/21108-1.jpg;49.99
10696-1;Medium Creative Brick Box;2015;621;Classic;484;https://cdn.rebrickable.com/media/sets/10696-1.jpg;34.99
10698-1;Large Creative Brick Box;2015;621;Classic;790;https://cdn.rebrickable.com/media/sets/10698-1.jpg;59.99
21034-1;London;2016;253;Skylines;468;https://cdn.rebrickable.com/media/sets/21034-1.jpg;39.99
21028-1;New York City;2016;253;Skylines;598;https://cdn.rebrickable.com/media/sets/21028-1.jpg;59.99
31058-1;Mighty Dinosaurs;2017;672;Creator 3-in-1;174;https://cdn.rebrickable.com/media/sets/31058-1.jpg;14.99
45024-1;STEAM Park;2017;516;Duplo and Explore;303;https://cdn.rebrickable.com/media/sets/45024-1.jpg;219.95
10255-1;Assembly Square;2017;155;Modular Buildings;4002;https://cdn.rebrickable.com/media/sets/10255-1.jpg;299.99
75192-1;Millennium Falcon;2017;171;Ultimate Collector Series;7541;https://cdn.rebrickable.com/media/sets/75192-1.jpg;849.99
40262-1;Christmas Train Ride;2017;227;Christmas;169;https://cdn.rebrickable.com/media/sets/40262-1.jpg;9.99
21042-1;Statue of Liberty;2018;252;Architecture;1685;https://cdn.rebrickable.com/media/sets/21042-1.jpg;119.99
10875-1;Cargo Train;2018;634;Trains;105;https://cdn.rebrickable.com/media/sets/10875-1.jpg;129.99
60205-1;Tracks;2018;66;Trains;20;https://cdn.rebrickable.com/media/sets/60205-1.jpg;19.99
10882-1;Train Tracks;2018;634;Trains;23;https://cdn.rebrickable.com/media/sets/10882-1.jpg;19.99
10872-1;Train Bridge and Tracks;2018;634;Trains;26;https://cdn.rebrickable.com/media/sets/10872-1.jpg;24.99
45025-1;Coding Express;2018;516;Duplo and Explore;235;https://cdn.rebrickable.com/media/sets/45025-1.jpg;249.95
71043-1;Hogwarts Castle;2018;246;Harry Potter;6020;https://cdn.rebrickable.com/media/sets/71043-1.jpg;469.99
10874-1;Steam Train;2018;634;Trains;59;https://cdn.rebrickable.com/media/sets/10874-1.jpg;64.99
88005-1;Light;2018;655;Powered Up;1;https://cdn.rebrickable.com/media/sets/88005-1.jpg;9.99
853967-1;Wooden Minifigure;2019;683;LEGO Originals;1;https://cdn.rebrickable.com/media/sets/853967-1.jpg;129.99
88007-1;Color & Distance Sensor;2019;655;Powered Up;1;https://cdn.rebrickable.com/media/sets/88007-1.jpg;13.99
88011-1;Train Motor;2019;655;Powered Up;7;https://cdn.rebrickable.com/media/sets/88011-1.jpg;13.99
31088-1;Deep Sea Creatures;2019;672;Creator 3-in-1;230;https://cdn.rebrickable.com/media/sets/31088-1.jpg;14.99
88008-1;Medium Linear Motor;2019;655;Powered Up;1;https://cdn.rebrickable.com/media/sets/88008-1.jpg;16.99
75257-1;Millennium Falcon;2019;158;Star Wars;1351;https://cdn.rebrickable.com/media/sets/75257-1.jpg;169.99
10265-1;Ford Mustang;2019;673;Creator Expert;1471;https://cdn.rebrickable.com/media/sets/10265-1.jpg;169.99
42096-1;Porsche 911 RSR;2019;1;Technic;1580;https://cdn.rebrickable.com/media/sets/42096-1.jpg;179.99
75976-1;Wrecking Ball;2019;669;Overwatch;227;https://cdn.rebrickable.com/media/sets/75976-1.jpg;19.99
88010-1;Remote Control;2019;655;Powered Up;1;https://cdn.rebrickable.com/media/sets/88010-1.jpg;22.99
21318-1;Tree House;2019;576;LEGO Ideas and CUUSOO;3037;https://cdn.rebrickable.com/media/sets/21318-1.jpg;249.99
41168-1;Elsa's Jewelry Box Creation;2019;687;Frozen;301;https://cdn.rebrickable.com/media/sets/41168-1.jpg;39.99
75973-1;D.Va & Reinhardt;2019;669;Overwatch;455;https://cdn.rebrickable.com/media/sets/75973-1.jpg;39.99
88009-1;Hub (Battery Box);2019;655;Powered Up;1;https://cdn.rebrickable.com/media/sets/88009-1.jpg;49.99
75977-1;Junkrat & Roadhog;2019;669;Overwatch;380;https://cdn.rebrickable.com/media/sets/75977-1.jpg;49.99
75974-1;Bastion;2019;669;Overwatch;602;https://cdn.rebrickable.com/media/sets/75974-1.jpg;49.99
21044-1;Paris;2019;253;Skylines;649;https://cdn.rebrickable.com/media/sets/21044-1.jpg;49.99
853958-1;Chicken Skater Pod;2019;229;Easter;37;https://cdn.rebrickable.com/media/sets/853958-1.jpg;6.99
88006-1;Move Hub;2019;655;Powered Up;1;https://cdn.rebrickable.com/media/sets/88006-1.jpg;79.99
75975-1;Watchpoint: Gibraltar;2019;669;Overwatch;730;https://cdn.rebrickable.com/media/sets/75975-1.jpg;89.99
40186-1;Year of the Pig;2019;206;Seasonal;153;https://cdn.rebrickable.com/media/sets/40186-1.jpg;9.99
10266-1;NASA Apollo 11 Lunar Lander;2019;673;Creator Expert;1087;https://cdn.rebrickable.com/media/sets/10266-1.jpg;99.99
45030-1;People;2020;516;Duplo and Explore;53;https://cdn.rebrickable.com/media/sets/45030-1.jpg;119.95
31109-1;Pirate Ship;2020;1240;Creator 3-in-1;1264;https://cdn.rebrickable.com/media/sets/31109-1.jpg;119.99
80105-1;Chinese New Year Temple Fair;2020;686;Chinese Traditional Festivals;1664;https://cdn.rebrickable.com/media/sets/80105-1.jpg;119.99
40382-1;Birthday Set;2020;206;Seasonal;141;https://cdn.rebrickable.com/media/sets/40382-1.jpg;12.99
40409-1;Hot Rod;2020;598;Promotional;142;https://cdn.rebrickable.com/media/sets/40409-1.jpg;12.99
40423-1;Halloween Hayride;2020;230;Halloween;148;https://cdn.rebrickable.com/media/sets/40423-1.jpg;12.99
40385-1;Trophy;2020;301;Other;200;https://cdn.rebrickable.com/media/sets/40385-1.jpg;12.99
40384-1;Groom;2020;610;Brickheadz;255;https://cdn.rebrickable.com/media/sets/40384-1.jpg;12.99
45680-1;SPIKE Prime Expansion Set;2020;509;SPIKE;603;https://cdn.rebrickable.com/media/sets/45680-1.jpg;139.95
40378-1;Goofy and Pluto;2020;610;Brickheadz;214;https://cdn.rebrickable.com/media/sets/40378-1.jpg;14.99
45026-1;Tubes;2020;516;Duplo and Explore;150;https://cdn.rebrickable.com/media/sets/45026-1.jpg;174.95
10931-1;Truck & Tracked Excavator;2020;632;Town;20;https://cdn.rebrickable.com/media/sets/10931-1.jpg;19.99
10909-1;Heart Box;2020;505;Basic Set;80;https://cdn.rebrickable.com/media/sets/10909-1.jpg;19.99
21166-1;"The ""Abandoned"" Mine";2020;577;Minecraft;248;https://cdn.rebrickable.com/media/sets/21166-1.jpg;19.99
10270-1;Bookshop;2020;155;Modular Buildings;2504;https://cdn.rebrickable.com/media/sets/10270-1.jpg;199.99
71374-1;Nintendo Entertainment System;2020;690;Super Mario;2646;https://cdn.rebrickable.com/media/sets/71374-1.jpg;269.99
10913-1;Brick Box;2020;505;Basic Set;65;https://cdn.rebrickable.com/media/sets/10913-1.jpg;29.99
45028-1;My XL World;2020;516;Duplo and Explore;492;https://cdn.rebrickable.com/media/sets/45028-1.jpg;299.95
88013-1;Technic Large Motor;2020;655;Powered Up;1;https://cdn.rebrickable.com/media/sets/88013-1.jpg;39.99
75979-1;Hedwig;2020;246;Harry Potter;630;https://cdn.rebrickable.com/media/sets/75979-1.jpg;39.99
45678-1;SPIKE Prime;2020;509;SPIKE;532;https://cdn.rebrickable.com/media/sets/45678-1.jpg;399.95
75290-1;Mos Eisley Cantina;2020;158;Star Wars;3187;https://cdn.rebrickable.com/media/sets/75290-1.jpg;399.99
21323-1;Grand Piano;2020;576;LEGO Ideas and CUUSOO;3662;https://cdn.rebrickable.com/media/sets/21323-1.jpg;399.99
42115-1;Lamborghini Sián FKP 37;2020;1;Technic;3696;https://cdn.rebrickable.com/media/sets/42115-1.jpg;449.99
75978-1;Diagon Alley;2020;246;Harry Potter;5548;https://cdn.rebrickable.com/media/sets/75978-1.jpg;449.99
10914-1;Deluxe Brick Box;2020;505;Basic Set;85;https://cdn.rebrickable.com/media/sets/10914-1.jpg;49.99
71360-1;Adventures with Mario Starter Course;2020;690;Super Mario;231;https://cdn.rebrickable.com/media/sets/71360-1.jpg;59.99
80008-1;Monkie Kid's Cloud Jet;2020;693;Monkie Kid;529;https://cdn.rebrickable.com/media/sets/80008-1.jpg;59.99
43187-1;Rapunzel's Tower;2020;579;Disney Princess;369;https://cdn.rebrickable.com/media/sets/43187-1.jpg;64.99
854037-1;Christmas Ornament Santa;2020;227;Christmas;44;https://cdn.rebrickable.com/media/sets/854037-1.jpg;7.99
75968-1;4 Privet Drive;2020;246;Harry Potter;797;https://cdn.rebrickable.com/media/sets/75968-1.jpg;79.99
80104-1;Lion Dance;2020;686;Chinese Traditional Festivals;882;https://cdn.rebrickable.com/media/sets/80104-1.jpg;79.99
76167-1;Iron Man Armory;2020;702;Avengers;258;https://cdn.rebrickable.com/media/sets/76167-1.jpg;89.99
75318-1;The Child;2020;158;Star Wars;1073;https://cdn.rebrickable.com/media/sets/75318-1.jpg;89.99
10930-1;Bulldozer;2020;632;Town;10;https://cdn.rebrickable.com/media/sets/10930-1.jpg;9.99
40377-1;Donald Duck;2020;610;Brickheadz;90;https://cdn.rebrickable.com/media/sets/40377-1.jpg;9.99
854050-1;Snowman & Reindeer Duo;2020;227;Christmas;126;https://cdn.rebrickable.com/media/sets/854050-1.jpg;9.99
854049-1;Pumpkin & Bat Duo;2020;230;Halloween;133;https://cdn.rebrickable.com/media/sets/854049-1.jpg;9.99
75969-1;Hogwarts Astronomy Tower;2020;246;Harry Potter;971;https://cdn.rebrickable.com/media/sets/75969-1.jpg;99.99
10274-1;ECTO-1;2020;721;Icons;2352;https://cdn.rebrickable.com/media/sets/10274-1.jpg;239.99
45005-2;StoryTales Set;2020;516;Duplo and Explore;109;https://cdn.rebrickable.com/media/sets/45005-2.jpg;169.95
10956-1;Amusement Park;2021;632;Town;95;https://cdn.rebrickable.com/media/sets/10956-1.jpg;109.99
21329-1;Fender Stratocaster;2021;576;LEGO Ideas and CUUSOO;1079;https://cdn.rebrickable.com/media/sets/21329-1.jpg;119.99
80109-1;Lunar New Year Ice Festival;2021;686;Chinese Traditional Festivals;1519;https://cdn.rebrickable.com/media/sets/80109-1.jpg;119.99
80107-1;Spring Lantern Festival;2021;686;Chinese Traditional Festivals;1798;https://cdn.rebrickable.com/media/sets/80107-1.jpg;119.99
40460-1;Roses;2021;301;Other;120;https://cdn.rebrickable.com/media/sets/40460-1.jpg;14.99
41443-1;Olivia's Electric Car;2021;494;Friends;183;https://cdn.rebrickable.com/media/sets/41443-1.jpg;14.99
40463-1;Easter Bunny;2021;229;Easter;293;https://cdn.rebrickable.com/media/sets/40463-1.jpg;14.99
45401-1;BricQ Motion Essential;2021;507;Educational and Dacta;523;https://cdn.rebrickable.com/media/sets/45401-1.jpg;149.95
45400-1;BricQ Motion Prime;2021;507;Educational and Dacta;568;https://cdn.rebrickable.com/media/sets/45400-1.jpg;149.95
76389-1;Hogwarts Chamber Of Secrets;2021;246;Harry Potter;1172;https://cdn.rebrickable.com/media/sets/76389-1.jpg;149.99
42128-1;Heavy Duty Tow Truck;2021;1;Technic;2017;https://cdn.rebrickable.com/media/sets/42128-1.jpg;159.99
10295-1;Porsche 911 Turbo & 911 Targa;2021;721;Icons;1458;https://cdn.rebrickable.com/media/sets/10295-1.jpg;169.99
10955-1;Animal Train;2021;504;Duplo;15;https://cdn.rebrickable.com/media/sets/10955-1.jpg;19.99
10954-1;Number Train - Learn To Count;2021;504;Duplo;23;https://cdn.rebrickable.com/media/sets/10954-1.jpg;19.99
60304-1;Road Plates;2021;52;City;112;https://cdn.rebrickable.com/media/sets/60304-1.jpg;19.99
43189-1;Elsa and the Nokk Storybook Adventures;2021;687;Frozen;125;https://cdn.rebrickable.com/media/sets/43189-1.jpg;19.99
60287-1;Tractor;2021;57;Farm;148;https://cdn.rebrickable.com/media/sets/60287-1.jpg;19.99
60283-1;Holiday Camper Van;2021;52;City;190;https://cdn.rebrickable.com/media/sets/60283-1.jpg;19.99
76386-1;Hogwarts: Polyjuice Potion Mistake;2021;246;Harry Potter;215;https://cdn.rebrickable.com/media/sets/76386-1.jpg;19.99
40466-1;Chinese New Year Pandas;2021;610;Brickheadz;249;https://cdn.rebrickable.com/media/sets/40466-1.jpg;19.99
76900-1;Koenigsegg Jesko;2021;601;Speed Champions;287;https://cdn.rebrickable.com/media/sets/76900-1.jpg;19.99
76901-1;Toyota GR Supra;2021;601;Speed Champions;306;https://cdn.rebrickable.com/media/sets/76901-1.jpg;19.99
42125-1;"Ferrari 488 GTE ""AF Corse #51""";2021;1;Technic;1677;https://cdn.rebrickable.com/media/sets/42125-1.jpg;199.99
71395-1;Super Mario 64 Question Mark Block;2021;690;Super Mario;2064;https://cdn.rebrickable.com/media/sets/71395-1.jpg;199.99
10283-1;NASA Space Shuttle Discovery;2021;721;Icons;2355;https://cdn.rebrickable.com/media/sets/10283-1.jpg;199.99
45609-1;Small Hub;2021;509;SPIKE;2;https://cdn.rebrickable.com/media/sets/45609-1.jpg;219.95
43197-1;The Ice Castle;2021;687;Frozen;1709;https://cdn.rebrickable.com/media/sets/43197-1.jpg;219.99
75308-1;R2-D2;2021;158;Star Wars;2314;https://cdn.rebrickable.com/media/sets/75308-1.jpg;239.99
40477-1;Scrooge McDuck, Huey, Dewey & Louie;2021;610;Brickheadz;340;https://cdn.rebrickable.com/media/sets/40477-1.jpg;24.99
40495-1;Harry, Hermione, Ron & Hagrid;2021;610;Brickheadz;466;https://cdn.rebrickable.com/media/sets/40495-1.jpg;24.99
21327-1;Typewriter;2021;576;LEGO Ideas and CUUSOO;2080;https://cdn.rebrickable.com/media/sets/21327-1.jpg;249.99
76240-1;Batmobile Tumbler;2021;698;UCS;2049;https://cdn.rebrickable.com/media/sets/76240-1.jpg;269.99
10941-1;Mickey & Minnie Birthday Train;2021;641;Mickey & Friends;22;https://cdn.rebrickable.com/media/sets/10941-1.jpg;29.99
21172-1;The Ruined Portal;2021;577;Minecraft;316;https://cdn.rebrickable.com/media/sets/21172-1.jpg;29.99
76181-1;Batmobile: The Penguin Chase;2021;697;Batman;402;https://cdn.rebrickable.com/media/sets/76181-1.jpg;29.99
11013-1;Creative Transparent Bricks;2021;621;Classic;500;https://cdn.rebrickable.com/media/sets/11013-1.jpg;29.99
76391-1;Hogwarts Icons Collectors' Edition;2021;246;Harry Potter;3012;https://cdn.rebrickable.com/media/sets/76391-1.jpg;299.99
21330-1;Home Alone;2021;576;LEGO Ideas and CUUSOO;3955;https://cdn.rebrickable.com/media/sets/21330-1.jpg;299.99
45345-1;SPIKE Essential;2021;509;SPIKE;453;https://cdn.rebrickable.com/media/sets/45345-1.jpg;319.95
40516-1;Everyone Is Awesome;2021;721;Icons;346;https://cdn.rebrickable.com/media/sets/40516-1.jpg;34.99
76178-1;Daily Bugle;2021;706;Spider-Man;3803;https://cdn.rebrickable.com/media/sets/76178-1.jpg;349.99
71741-1;NINJAGO City Gardens;2021;435;Ninjago;5709;https://cdn.rebrickable.com/media/sets/71741-1.jpg;349.99
40499-1;Santa's Sleigh;2021;227;Christmas;343;https://cdn.rebrickable.com/media/sets/40499-1.jpg;39.99
40478-1;Mini Disney Castle;2021;608;Disney;567;https://cdn.rebrickable.com/media/sets/40478-1.jpg;39.99
11014-1;Bricks and Wheels;2021;621;Classic;653;https://cdn.rebrickable.com/media/sets/11014-1.jpg;39.99
75309-1;Republic Gunship;2021;171;Ultimate Collector Series;3292;https://cdn.rebrickable.com/media/sets/75309-1.jpg;399.99
75300-1;Imperial TIE Fighter;2021;158;Star Wars;432;https://cdn.rebrickable.com/media/sets/75300-1.jpg;44.99
31118-1;Surfer Beach House;2021;672;Creator 3-in-1;564;https://cdn.rebrickable.com/media/sets/31118-1.jpg;49.99
43202-1;The Madrigal House;2021;608;Disney;587;https://cdn.rebrickable.com/media/sets/43202-1.jpg;49.99
75312-1;Boba Fett's Starship;2021;158;Star Wars;600;https://cdn.rebrickable.com/media/sets/75312-1.jpg;49.99
42122-1;Jeep Wrangler;2021;1;Technic;665;https://cdn.rebrickable.com/media/sets/42122-1.jpg;49.99
71387-1;Adventures with Luigi Starter Course;2021;690;Super Mario;280;https://cdn.rebrickable.com/media/sets/71387-1.jpg;59.99
10280-1;Flower Bouquet;2021;721;Icons;756;https://cdn.rebrickable.com/media/sets/10280-1.jpg;59.99
10294-1;Titanic;2021;721;Icons;9092;https://cdn.rebrickable.com/media/sets/10294-1.jpg;679.99
76187-1;Venom;2021;706;Spider-Man;565;https://cdn.rebrickable.com/media/sets/76187-1.jpg;69.99
45612-1;Small Hub Battery;2021;509;SPIKE;1;https://cdn.rebrickable.com/media/sets/45612-1.jpg;71.95
76191-1;Infinity Gauntlet;2021;702;Avengers;590;https://cdn.rebrickable.com/media/sets/76191-1.jpg;79.99
75304-1;Darth Vader Helmet;2021;158;Star Wars;834;https://cdn.rebrickable.com/media/sets/75304-1.jpg;79.99
80108-1;Lunar New Year Traditions;2021;686;Chinese Traditional Festivals;1066;https://cdn.rebrickable.com/media/sets/80108-1.jpg;79.99
80106-1;Story of Nian;2021;686;Chinese Traditional Festivals;1076;https://cdn.rebrickable.com/media/sets/80106-1.jpg;79.99
75313-1;AT-AT;2021;171;Ultimate Collector Series;6785;https://cdn.rebrickable.com/media/sets/75313-1.jpg;849.99
43196-1;Belle and the Beast's Castle;2021;579;Disney Princess;505;https://cdn.rebrickable.com/media/sets/43196-1.jpg;89.99
76388-1;Hogsmeade Village Visit;2021;246;Harry Potter;847;https://cdn.rebrickable.com/media/sets/76388-1.jpg;89.99
21164-1;The Coral Reef;2021;577;Minecraft;92;https://cdn.rebrickable.com/media/sets/21164-1.jpg;9.99
41677-1;Forest Waterfall;2021;494;Friends;93;https://cdn.rebrickable.com/media/sets/41677-1.jpg;9.99
40461-1;Tulips;2021;301;Other;111;https://cdn.rebrickable.com/media/sets/40461-1.jpg;9.99
40468-1;Yellow Taxi;2021;22;Creator;124;https://cdn.rebrickable.com/media/sets/40468-1.jpg;9.99
40493-1;Spider & Haunted House Pack;2021;230;Halloween;132;https://cdn.rebrickable.com/media/sets/40493-1.jpg;9.99
40494-1;Polar Bear & Gift Pack;2021;227;Christmas;142;https://cdn.rebrickable.com/media/sets/40494-1.jpg;9.99
40469-1;Tuk Tuk;2021;22;Creator;155;https://cdn.rebrickable.com/media/sets/40469-1.jpg;9.99
10948-1;Parking Garage and Car Wash;2021;632;Town;112;https://cdn.rebrickable.com/media/sets/10948-1.jpg;99.99
10289-1;Bird of Paradise;2021;721;Icons;1173;https://cdn.rebrickable.com/media/sets/10289-1.jpg;99.99
21326-1;Winnie the Pooh;2021;576;LEGO Ideas and CUUSOO;1265;https://cdn.rebrickable.com/media/sets/21326-1.jpg;99.99
42127-1;The Batman - Batmobile;2021;1;Technic;1360;https://cdn.rebrickable.com/media/sets/42127-1.jpg;99.99
31120-1;Medieval Castle;2021;672;Creator 3-in-1;1426;https://cdn.rebrickable.com/media/sets/31120-1.jpg;99.99
10293-1;Santa's Visit;2021;227;Christmas;1445;https://cdn.rebrickable.com/media/sets/10293-1.jpg;99.99
21056-1;Taj Mahal;2021;252;Architecture;2024;https://cdn.rebrickable.com/media/sets/21056-1.jpg;119.99
71775-1;Nya's Samurai X MECH;2022;435;Ninjago;1014;https://cdn.rebrickable.com/media/sets/71775-1.jpg;119.99
21336-1;The Office;2022;576;LEGO Ideas and CUUSOO;1165;https://cdn.rebrickable.com/media/sets/21336-1.jpg;119.99
31132-1;Viking Ship and the Midgard Serpent;2022;672;Creator 3-in-1;1192;https://cdn.rebrickable.com/media/sets/31132-1.jpg;119.99
40523-1;Easter Rabbits Display;2022;229;Easter;288;https://cdn.rebrickable.com/media/sets/40523-1.jpg;12.99
40522-1;Valentine Lovebirds;2022;232;Valentine;298;https://cdn.rebrickable.com/media/sets/40522-1.jpg;12.99
40570-1;Halloween Cat & Mouse;2022;230;Halloween;328;https://cdn.rebrickable.com/media/sets/40570-1.jpg;12.99
10975-1;Wild Animals of the World;2022;632;Town;143;https://cdn.rebrickable.com/media/sets/10975-1.jpg;129.99
71408-1;Peach's Castle Expansion Set;2022;690;Super Mario;1216;https://cdn.rebrickable.com/media/sets/71408-1.jpg;129.99
80035-1;Monkie Kid's Galactic Explorer;2022;693;Monkie Kid;1356;https://cdn.rebrickable.com/media/sets/80035-1.jpg;129.99
21058-1;Great Pyramid of Giza;2022;252;Architecture;1476;https://cdn.rebrickable.com/media/sets/21058-1.jpg;129.99
80111-1;Lunar New Year Parade;2022;686;Chinese Traditional Festivals;1655;https://cdn.rebrickable.com/media/sets/80111-1.jpg;129.99
76949-1;Giganotosaurus & Therizinosaurus Attack;2022;602;Jurassic World;810;https://cdn.rebrickable.com/media/sets/76949-1.jpg;139.99
75337-1;AT-TE Walker;2022;158;Star Wars;1082;https://cdn.rebrickable.com/media/sets/75337-1.jpg;139.99
10980-1;Green Building Plate;2022;505;Basic Set;1;https://cdn.rebrickable.com/media/sets/10980-1.jpg;14.99
11024-1;Gray Baseplate;2022;621;Classic;1;https://cdn.rebrickable.com/media/sets/11024-1.jpg;14.99
40557-1;Defence of Hoth;2022;158;Star Wars;64;https://cdn.rebrickable.com/media/sets/40557-1.jpg;14.99
31125-1;Fantasy Forest Creatures;2022;672;Creator 3-in-1;175;https://cdn.rebrickable.com/media/sets/31125-1.jpg;14.99
40524-1;Sunflowers;2022;301;Other;191;https://cdn.rebrickable.com/media/sets/40524-1.jpg;14.99
40568-1;Paris Postcard;2022;22;Creator;213;https://cdn.rebrickable.com/media/sets/40568-1.jpg;14.99
40543-1;St. Bernard;2022;610;Brickheadz;236;https://cdn.rebrickable.com/media/sets/40543-1.jpg;14.99
40519-1;New York Postcard;2022;22;Creator;253;https://cdn.rebrickable.com/media/sets/40519-1.jpg;14.99
40654-1;Beijing Postcard;2022;22;Creator;276;https://cdn.rebrickable.com/media/sets/40654-1.jpg;14.99
40569-1;London Postcard;2022;22;Creator;277;https://cdn.rebrickable.com/media/sets/40569-1.jpg;14.99
75574-1;Toruk Makto & Tree of Souls;2022;724;Avatar;1217;https://cdn.rebrickable.com/media/sets/75574-1.jpg;149.99
60339-1;Double Loop Stunt Arena;2022;744;Stuntz;598;https://cdn.rebrickable.com/media/sets/60339-1.jpg;159.99
80036-1;The City of Lanterns;2022;693;Monkie Kid;2187;https://cdn.rebrickable.com/media/sets/80036-1.jpg;159.99
75323-1;The Justifier;2022;158;Star Wars;1023;https://cdn.rebrickable.com/media/sets/75323-1.jpg;169.99
10304-1;Chevrolet Camaro Z/28 1969;2022;721;Icons;1456;https://cdn.rebrickable.com/media/sets/10304-1.jpg;169.99
21333-1;The Starry Night;2022;576;LEGO Ideas and CUUSOO;2316;https://cdn.rebrickable.com/media/sets/21333-1.jpg;169.99
10302-1;Optimus Prime;2022;721;Icons;1508;https://cdn.rebrickable.com/media/sets/10302-1.jpg;179.99
60337-1;Passenger Express Train;2022;66;Trains;764;https://cdn.rebrickable.com/media/sets/60337-1.jpg;189.99
10965-1;Bath Time Fun: Floating Animal Train;2022;504;Duplo;14;https://cdn.rebrickable.com/media/sets/10965-1.jpg;19.99
10938-1;Dinosaur Nursery;2022;722;Jurassic World;27;https://cdn.rebrickable.com/media/sets/10938-1.jpg;19.99
10972-1;Wild Animals of the Ocean;2022;632;Town;33;https://cdn.rebrickable.com/media/sets/10972-1.jpg;19.99
10968-1;Doctor Visit;2022;632;Town;34;https://cdn.rebrickable.com/media/sets/10968-1.jpg;19.99
76830-1;Zyclops Chase;2022;608;Disney;87;https://cdn.rebrickable.com/media/sets/76830-1.jpg;19.99
76943-1;Pteranodon Chase;2022;602;Jurassic World;94;https://cdn.rebrickable.com/media/sets/76943-1.jpg;19.99
75320-1;Snowtrooper Battle Pack;2022;158;Star Wars;105;https://cdn.rebrickable.com/media/sets/75320-1.jpg;19.99
10782-1;Hulk vs. Rhino Truck Showdown;2022;755;Spidey and His Amazing Friends;110;https://cdn.rebrickable.com/media/sets/10782-1.jpg;19.99
76400-1;Hogwarts Carriage and Thestrals;2022;246;Harry Potter;121;https://cdn.rebrickable.com/media/sets/76400-1.jpg;19.99
71760-1;Jay's Thunder Dragon EVO;2022;435;Ninjago;140;https://cdn.rebrickable.com/media/sets/71760-1.jpg;19.99
71768-1;Jay's Golden Dragon Motorbike;2022;435;Ninjago;148;https://cdn.rebrickable.com/media/sets/71768-1.jpg;19.99
76207-1;Attack on New Asgard;2022;696;Super Heroes Marvel;159;https://cdn.rebrickable.com/media/sets/76207-1.jpg;19.99
21178-1;The Fox Lodge;2022;577;Minecraft;193;https://cdn.rebrickable.com/media/sets/21178-1.jpg;19.99
31126-1;Supersonic-jet;2022;672;Creator 3-in-1;215;https://cdn.rebrickable.com/media/sets/31126-1.jpg;19.99
40550-1;Chip & Dale;2022;610;Brickheadz;226;https://cdn.rebrickable.com/media/sets/40550-1.jpg;19.99
76907-1;Lotus Evija;2022;601;Speed Champions;254;https://cdn.rebrickable.com/media/sets/76907-1.jpg;19.99
31127-1;Street Racer;2022;672;Creator 3-in-1;258;https://cdn.rebrickable.com/media/sets/31127-1.jpg;19.99
41712-1;Recycling Truck;2022;494;Friends;259;https://cdn.rebrickable.com/media/sets/41712-1.jpg;19.99
40547-1;Obi-Wan Kenobi & Darth Vader;2022;610;Brickheadz;260;https://cdn.rebrickable.com/media/sets/40547-1.jpg;19.99
76908-1;Lamborghini Countach;2022;601;Speed Champions;262;https://cdn.rebrickable.com/media/sets/76908-1.jpg;19.99
40518-1;High-Speed Train;2022;22;Creator;284;https://cdn.rebrickable.com/media/sets/40518-1.jpg;19.99
76906-1;1970 Ferrari 512 M;2022;601;Speed Champions;291;https://cdn.rebrickable.com/media/sets/76906-1.jpg;19.99
40553-1;Woody and Bo Peep;2022;610;Brickheadz;296;https://cdn.rebrickable.com/media/sets/40553-1.jpg;19.99
76911-1;Aston Martin DB5;2022;601;Speed Champions;298;https://cdn.rebrickable.com/media/sets/76911-1.jpg;19.99
11018-1;Creative Ocean Fun;2022;621;Classic;333;https://cdn.rebrickable.com/media/sets/11018-1.jpg;19.99
76912-1;Fast & Furious 1970 Dodge Charger R/T;2022;601;Speed Champions;345;https://cdn.rebrickable.com/media/sets/76912-1.jpg;19.99
41948-1;Cute Banana Pen Holder;2022;688;DOTS;440;https://cdn.rebrickable.com/media/sets/41948-1.jpg;19.99
40541-1;Manchester United Go Brick Me;2022;610;Brickheadz;530;https://cdn.rebrickable.com/media/sets/40541-1.jpg;19.99
40542-1;FC Barcelona Go Brick Me;2022;610;Brickheadz;530;https://cdn.rebrickable.com/media/sets/40542-1.jpg;19.99
41951-1;Message Board;2022;688;DOTS;533;https://cdn.rebrickable.com/media/sets/41951-1.jpg;19.99
41950-1;Lots of DOTS – Lettering;2022;688;DOTS;722;https://cdn.rebrickable.com/media/sets/41950-1.jpg;19.99
60336-1;Freight Train;2022;66;Trains;1153;https://cdn.rebrickable.com/media/sets/60336-1.jpg;199.99
42141-2;McLaren Formula 1 Team 2022 (Second Edition);2022;1;Technic;1432;https://cdn.rebrickable.com/media/sets/42141-2.jpg;199.99
10300-1;Back to the Future Time Machine;2022;721;Icons;1872;https://cdn.rebrickable.com/media/sets/10300-1.jpg;199.99
42145-1;Airbus H175 Rescue Helicopter;2022;1;Technic;2001;https://cdn.rebrickable.com/media/sets/42145-1.jpg;209.99
21332-1;The Globe;2022;576;LEGO Ideas and CUUSOO;2585;https://cdn.rebrickable.com/media/sets/21332-1.jpg;229.99
10297-1;Boutique Hotel;2022;155;Modular Buildings;3068;https://cdn.rebrickable.com/media/sets/10297-1.jpg;229.99
