inventory_id;version;set_num;name;year;theme_id;theme_name;num_parts;img_url;price
150262;1;75351-1;Princess Leia (Boushh) Helmet;2023;158;Star Wars;670;https://cdn.rebrickable.com/media/sets/75351-1.jpg;69.99
150263;1;75352-1;Emperor's Throne Room Diorama;2023;158;Star Wars;807;https://cdn.rebrickable.com/media/sets/75352-1.jpg;99.99
150264;1;75353-1;Endor Speeder Chase Diorama;2023;158;Star Wars;608;https://cdn.rebrickable.com/media/sets/75353-1.jpg;79.99
150265;1;75354-1;Coruscant Guard Gunship;2023;158;Star Wars;1083;https://cdn.rebrickable.com/media/sets/75354-1.jpg;139.99
150267;1;75356-1;Executor Super Star Destroyer;2023;158;Star Wars;630;https://cdn.rebrickable.com/media/sets/75356-1.jpg;69.99
150268;1;76914-1;Ferrari 812 Competizione;2023;601;Speed Champions;268;https://cdn.rebrickable.com/media/sets/76914-1.jpg;24.99
150269;1;76915-1;Pagani Utopia;2023;601;Speed Champions;256;https://cdn.rebrickable.com/media/sets/76915-1.jpg;24.99
150270;1;76916-1;Porsche 963;2023;601;Speed Champions;287;https://cdn.rebrickable.com/media/sets/76916-1.jpg;24.99
150271;1;76917-1;2 Fast 2 Furious Nissan Skyline GT-R (R34);2023;601;Speed Champions;319;https://cdn.rebrickable.com/media/sets/76917-1.jpg;24.99
150272;1;76918-1;McLaren Solus GT & McLaren F1 LM;2023;601;Speed Champions;587;https://cdn.rebrickable.com/media/sets/76918-1.jpg;34.99
150274;1;41724-1;Paisley's House;2023;494;Friends;185;https://cdn.rebrickable.com/media/sets/41724-1.jpg;39.99
150276;1;41727-1;Dog Rescue Center;2023;494;Friends;617;https://cdn.rebrickable.com/media/sets/41727-1.jpg;59.99
150277;1;41728-1;Heartlake Downtown Diner;2023;494;Friends;346;https://cdn.rebrickable.com/media/sets/41728-1.jpg;29.99
150278;1;41729-1;Organic Grocery Store;2023;494;Friends;830;https://cdn.rebrickable.com/media/sets/41729-1.jpg;89.99
150279;1;41730-1;Autumn's House;2023;494;Friends;853;https://cdn.rebrickable.com/media/sets/41730-1.jpg;69.99
150280;1;41731-1;Heartlake International School;2023;494;Friends;985;https://cdn.rebrickable.com/media/sets/41731-1.jpg;99.99
150282;1;41733-1;Mobile Bubble Tea Shop;2023;494;Friends;109;https://cdn.rebrickable.com/media/sets/41733-1.jpg;9.99
150283;1;41735-1;Mobile Tiny House;2023;494;Friends;785;https://cdn.rebrickable.com/media/sets/41735-1.jpg;64.99
150284;1;41738-1;Dog Rescue Bike;2023;494;Friends;125;https://cdn.rebrickable.com/media/sets/41738-1.jpg;9.99
150285;1;41739-1;Liann's Room;2023;494;Friends;204;https://cdn.rebrickable.com/media/sets/41739-1.jpg;19.99
150286;1;41740-1;Aliya's Room;2023;494;Friends;208;https://cdn.rebrickable.com/media/sets/41740-1.jpg;19.99
150289;1;41751-1;Skate Park;2023;494;Friends;431;https://cdn.rebrickable.com/media/sets/41751-1.jpg;49.99
150290;1;41754-1;Leo's Room;2023;494;Friends;203;https://cdn.rebrickable.com/media/sets/41754-1.jpg;19.99
150291;1;41755-1;Nova's Room;2023;494;Friends;179;https://cdn.rebrickable.com/media/sets/41755-1.jpg;19.99
150292;1;42146-1;Liebherr Crawler Crane LR 13000;2023;1;Technic;2883;https://cdn.rebrickable.com/media/sets/42146-1.jpg;699.99
150293;1;42147-1;Dump Truck;2023;1;Technic;177;https://cdn.rebrickable.com/media/sets/42147-1.jpg;12.99
150294;1;42148-1;Snow Groomer;2023;1;Technic;178;https://cdn.rebrickable.com/media/sets/42148-1.jpg;12.99
150295;1;42149-1;Monster Jam Dragon;2023;1;Technic;217;https://cdn.rebrickable.com/media/sets/42149-1.jpg;19.99
150296;1;42150-1;Monster Jam Monster Mutt Dalmatian;2023;1;Technic;244;https://cdn.rebrickable.com/media/sets/42150-1.jpg;19.99
150297;1;42151-1;Bugatti Bolide;2023;1;Technic;905;https://cdn.rebrickable.com/media/sets/42151-1.jpg;49.99
150298;1;42152-1;Firefighter Aircraft;2023;1;Technic;1134;https://cdn.rebrickable.com/media/sets/42152-1.jpg;99.99
150299;1;42153-1;NASCAR Next Gen Chevrolet Camaro ZL1;2023;1;Technic;672;https://cdn.rebrickable.com/media/sets/42153-1.jpg;49.99
150300;1;42154-1;2022 Ford GT;2023;1;Technic;1466;https://cdn.rebrickable.com/media/sets/42154-1.jpg;119.99
150301;1;42155-1;The Batman - Batcycle;2023;1;Technic;641;https://cdn.rebrickable.com/media/sets/42155-1.jpg;49.99
150302;1;42156-1;Peugeot 9X8 Le Mans Hybrid Hypercar;2023;1;Technic;1775;https://cdn.rebrickable.com/media/sets/42156-1.jpg;199.99
150304;1;31134-1;Space Shuttle;2023;672;Creator 3-in-1;144;https://cdn.rebrickable.com/media/sets/31134-1.jpg;9.99
150305;1;31135-1;Vintage Motorcycle;2023;672;Creator 3-in-1;128;https://cdn.rebrickable.com/media/sets/31135-1.jpg;14.99
150307;1;31137-1;Adorable Dogs;2023;672;Creator 3-in-1;475;https://cdn.rebrickable.com/media/sets/31137-1.jpg;29.99
150308;1;31139-1;Cozy House;2023;672;Creator 3-in-1;809;https://cdn.rebrickable.com/media/sets/31139-1.jpg;59.99
150310;1;40624-1;Alex;2023;610;Brickheadz;86;https://cdn.rebrickable.com/media/sets/40624-1.jpg;9.99
150311;1;40625-1;Llama;2023;610;Brickheadz;100;https://cdn.rebrickable.com/media/sets/40625-1.jpg;9.99
150312;1;40626-1;Zombie;2023;610;Brickheadz;81;https://cdn.rebrickable.com/media/sets/40626-1.jpg;9.99
150313;1;21240-1;The Swamp Adventure;2023;577;Minecraft;65;https://cdn.rebrickable.com/media/sets/21240-1.jpg;9.99
150314;1;21241-1;The Bee Cottage;2023;577;Minecraft;254;https://cdn.rebrickable.com/media/sets/21241-1.jpg;24.99
150315;1;21242-1;The End Arena;2023;577;Minecraft;252;https://cdn.rebrickable.com/media/sets/21242-1.jpg;24.99
150316;1;21243-1;The Frozen Peaks;2023;577;Minecraft;304;https://cdn.rebrickable.com/media/sets/21243-1.jpg;34.99
150317;1;21244-1;The Sword Outpost;2023;577;Minecraft;427;https://cdn.rebrickable.com/media/sets/21244-1.jpg;44.99
150318;1;21245-1;The Panda Haven;2023;577;Minecraft;553;https://cdn.rebrickable.com/media/sets/21245-1.jpg;49.99
150320;1;75575-1;Ilu Discovery;2023;724;Avatar;182;https://cdn.rebrickable.com/media/sets/75575-1.jpg;24.99
150321;1;75576-1;Skimwing Adventure;2023;724;Avatar;262;https://cdn.rebrickable.com/media/sets/75576-1.jpg;34.99
150322;1;75578-1;Metkayina Reef Home;2023;724;Avatar;529;https://cdn.rebrickable.com/media/sets/75578-1.jpg;79.99
150323;1;75579-1;Payakan the Tulkun & Crabsuit;2023;724;Avatar;761;https://cdn.rebrickable.com/media/sets/75579-1.jpg;99.99
150324;1;76409-1;Gryffindor House Banner;2023;246;Harry Potter;285;https://cdn.rebrickable.com/media/sets/76409-1.jpg;34.99
150325;1;76410-1;Slytherin House Banner;2023;246;Harry Potter;352;https://cdn.rebrickable.com/media/sets/76410-1.jpg;34.99
150326;1;76411-1;Ravenclaw House Banner;2023;246;Harry Potter;305;https://cdn.rebrickable.com/media/sets/76411-1.jpg;34.99
150327;1;76412-1;Hufflepuff House Banner;2023;246;Harry Potter;313;https://cdn.rebrickable.com/media/sets/76412-1.jpg;34.99
150328;1;76413-1;Hogwarts: Room of Requirement;2023;246;Harry Potter;587;https://cdn.rebrickable.com/media/sets/76413-1.jpg;49.99
150329;1;76420-1;Triwizard Tournament: The Black Lake;2023;246;Harry Potter;349;https://cdn.rebrickable.com/media/sets/76420-1.jpg;44.99
150330;1;71780-1;Kai's Ninja Race Car EVO;2023;435;Ninjago;94;https://cdn.rebrickable.com/media/sets/71780-1.jpg;9.99
150331;1;71781-1;Lloyd's Mech Battle EVO;2023;435;Ninjago;234;https://cdn.rebrickable.com/media/sets/71781-1.jpg;19.99
150332;1;71782-1;Cole's Earth Dragon EVO;2023;435;Ninjago;297;https://cdn.rebrickable.com/media/sets/71782-1.jpg;34.99
150333;1;71783-1;Kai's Mech Rider EVO;2023;435;Ninjago;323;https://cdn.rebrickable.com/media/sets/71783-1.jpg;44.99
150334;1;71784-1;Jay's Lightning Jet EVO;2023;435;Ninjago;146;https://cdn.rebrickable.com/media/sets/71784-1.jpg;9.99
150335;1;71785-1;Jay's Titan Mech;2023;435;Ninjago;798;https://cdn.rebrickable.com/media/sets/71785-1.jpg;79.99
150336;1;71786-1;Zane's Ice Dragon Creature;2023;435;Ninjago;984;https://cdn.rebrickable.com/media/sets/71786-1.jpg;99.99
150337;1;71787-1;Creative Ninja Brick Box;2023;435;Ninjago;544;https://cdn.rebrickable.com/media/sets/71787-1.jpg;59.99
150338;1;71788-1;Lloyd's Ninja Street Bike;2023;435;Ninjago;64;https://cdn.rebrickable.com/media/sets/71788-1.jpg;9.99
150339;1;10789-1;Spider-Man's Car and Doc Ock;2023;755;Spidey and His Amazing Friends;48;https://cdn.rebrickable.com/media/sets/10789-1.jpg;9.99
150341;1;10790-1;Team Spidey at Green Goblin's Lighthouse;2023;755;Spidey and His Amazing Friends;149;https://cdn.rebrickable.com/media/sets/10790-1.jpg;34.99
150342;1;10791-1;Team Spidey's Mobile Headquarters;2023;755;Spidey and His Amazing Friends;187;https://cdn.rebrickable.com/media/sets/10791-1.jpg;49.99
150343;1;76241-1;Hulk Mech Armor;2023;702;Avengers;138;https://cdn.rebrickable.com/media/sets/76241-1.jpg;14.99
150344;1;76242-1;Thanos Mech Armor;2023;702;Avengers;113;https://cdn.rebrickable.com/media/sets/76242-1.jpg;14.99
150345;1;76243-1;Rocket Mech Armor;2023;702;Avengers;98;https://cdn.rebrickable.com/media/sets/76243-1.jpg;14.99
150346;1;76244-1;Miles Morales vs. Morbius;2023;706;Spider-Man;223;https://cdn.rebrickable.com/media/sets/76244-1.jpg;24.99
150347;1;76245-1;Ghost Rider Mech & Bike;2023;696;Super Heroes Marvel;264;https://cdn.rebrickable.com/media/sets/76245-1.jpg;34.99
150348;1;76247-1;The Hulkbuster: The Battle of Wakanda;2023;702;Avengers;385;https://cdn.rebrickable.com/media/sets/76247-1.jpg;49.99
150349;1;76248-1;The Avengers Quinjet;2023;702;Avengers;795;https://cdn.rebrickable.com/media/sets/76248-1.jpg;99.99
150350;1;76253-1;Guardians of the Galaxy Headquarters;2023;704;Guardians of the Galaxy;67;https://cdn.rebrickable.com/media/sets/76253-1.jpg;9.99
150351;1;76254-1;Baby Rocket's Ship;2023;704;Guardians of the Galaxy;330;https://cdn.rebrickable.com/media/sets/76254-1.jpg;34.99
150356;1;10307-1;Eiffel Tower;2022;721;Icons;10001;https://cdn.rebrickable.com/media/sets/10307-1.jpg;629.99
150357;1;10308-1;Holiday Main Street;2022;227;Christmas;1516;https://cdn.rebrickable.com/media/sets/10308-1.jpg;99.99
150360;1;10314-1;Dried Flower Centerpiece;2023;721;Icons;812;https://cdn.rebrickable.com/media/sets/10314-1.jpg;49.99
150361;1;21337-1;Table Football;2022;576;LEGO Ideas and CUUSOO;2339;https://cdn.rebrickable.com/media/sets/21337-1.jpg;249.99
150362;1;21338-1;A-Frame Cabin;2023;576;LEGO Ideas and CUUSOO;2083;https://cdn.rebrickable.com/media/sets/21338-1.jpg;179.99
150363;1;21339-1;BTS Dynamite;2023;576;LEGO Ideas and CUUSOO;749;https://cdn.rebrickable.com/media/sets/21339-1.jpg;99.99
188869;2;31130-1;Sunken Treasure Mission;2022;672;Creator 3-in-1;522;https://cdn.rebrickable.com/media/sets/31130-1.jpg;34.99
150365;1;21341-1;Hocus Pocus;2023;576;LEGO Ideas and CUUSOO;2316;https://cdn.rebrickable.com/media/sets/21341-1.jpg;229.99
151189;1;76214-1;Black Panther: War on the Water;2022;696;Super Heroes Marvel;553;https://cdn.rebrickable.com/media/sets/76214-1.jpg;89.99
151835;1;40615-1;Tusken Raider;2023;610;Brickheadz;152;https://cdn.rebrickable.com/media/sets/40615-1.jpg;9.99
151836;1;76210-1;Hulkbuster;2022;702;Avengers;4049;https://cdn.rebrickable.com/media/sets/76210-1.jpg;549.99
152340;1;31208-1;Hokusai - The Great Wave;2023;709;LEGO Art;1810;https://cdn.rebrickable.com/media/sets/31208-1.jpg;99.99
152341;1;40619-1;EVE & WALL•E;2023;610;Brickheadz;155;https://cdn.rebrickable.com/media/sets/40619-1.jpg;14.99
152342;1;40620-1;Cruella & Maleficent;2023;610;Brickheadz;320;https://cdn.rebrickable.com/media/sets/40620-1.jpg;19.99
152343;1;40621-1;Moana & Merida;2023;610;Brickheadz;410;https://cdn.rebrickable.com/media/sets/40621-1.jpg;19.99
152345;1;40623-1;Battle of Endor Heroes;2023;610;Brickheadz;549;https://cdn.rebrickable.com/media/sets/40623-1.jpg;39.99
152346;1;40630-1;Frodo & Gollum;2023;610;Brickheadz;184;https://cdn.rebrickable.com/media/sets/40630-1.jpg;14.99
152347;1;40631-1;Gandalf the Grey and Balrog;2023;610;Brickheadz;348;https://cdn.rebrickable.com/media/sets/40631-1.jpg;19.99
152348;1;40632-1;Aragorn and Arwen;2023;610;Brickheadz;261;https://cdn.rebrickable.com/media/sets/40632-1.jpg;19.99
152349;1;11027-1;Creative Neon Fun;2023;621;Classic;333;https://cdn.rebrickable.com/media/sets/11027-1.jpg;19.99
152350;1;11028-1;Creative Pastel Fun;2023;621;Classic;333;https://cdn.rebrickable.com/media/sets/11028-1.jpg;19.99
152351;1;11029-1;Creative Party Box;2023;621;Classic;900;https://cdn.rebrickable.com/media/sets/11029-1.jpg;49.99
152352;1;11030-1;Lots of Bricks;2023;621;Classic;1000;https://cdn.rebrickable.com/media/sets/11030-1.jpg;59.99
152354;1;31138-1;Beach Camper Van;2023;672;Creator 3-in-1;556;https://cdn.rebrickable.com/media/sets/31138-1.jpg;49.99
152358;1;41805-1;Creative Animal Drawer;2023;688;DOTS;643;https://cdn.rebrickable.com/media/sets/41805-1.jpg;24.99
152359;1;41806-1;Ultimate Party Kit;2023;688;DOTS;1165;https://cdn.rebrickable.com/media/sets/41806-1.jpg;49.99
152361;1;41808-1;Hogwarts Accessories Pack;2023;688;DOTS;224;https://cdn.rebrickable.com/media/sets/41808-1.jpg;14.99
152365;1;10935-1;Alphabet Town;2023;504;Duplo;87;https://cdn.rebrickable.com/media/sets/10935-1.jpg;49.99
152366;1;10981-1;Growing Carrot;2023;504;Duplo;11;https://cdn.rebrickable.com/media/sets/10981-1.jpg;9.99
152367;1;10982-1;Fruit and Vegetable Tractor;2023;504;Duplo;19;https://cdn.rebrickable.com/media/sets/10982-1.jpg;19.99
152368;1;10983-1;Organic Market;2023;504;Duplo;40;https://cdn.rebrickable.com/media/sets/10983-1.jpg;29.99
152369;1;10984-1;Organic Garden;2023;504;Duplo;43;https://cdn.rebrickable.com/media/sets/10984-1.jpg;44.99
152370;1;10985-1;Wind Turbine and Electric Car;2023;632;Town;16;https://cdn.rebrickable.com/media/sets/10985-1.jpg;9.99
152371;1;10986-1;Family House on Wheels;2023;632;Town;31;https://cdn.rebrickable.com/media/sets/10986-1.jpg;19.99
152372;1;10990-1;Construction Site;2023;632;Town;61;https://cdn.rebrickable.com/media/sets/10990-1.jpg;64.99
152373;1;10993-1;3in1 Tree House;2023;504;Duplo;126;https://cdn.rebrickable.com/media/sets/10993-1.jpg;89.99
152374;1;10995-1;Spider-Man's House;2023;630;Marvel;25;https://cdn.rebrickable.com/media/sets/10995-1.jpg;19.99
152375;1;10996-1;Lightning McQueen & Mater's Car Wash Fun;2023;506;Cars;29;https://cdn.rebrickable.com/media/sets/10996-1.jpg;29.99
152378;1;71777-1;Kai’s Dragon Power Spinjitzu Flip;2023;435;Ninjago;72;https://cdn.rebrickable.com/media/sets/71777-1.jpg;10.99
152379;1;71778-1;Nya's Dragon Power Spinjitzu Drift;2023;435;Ninjago;57;https://cdn.rebrickable.com/media/sets/71778-1.jpg;10.99
152380;1;71779-1;Lloyd's Dragon Power Spinjitzu Spin;2023;435;Ninjago;56;https://cdn.rebrickable.com/media/sets/71779-1.jpg;10.99
152382;1;71414-1;Conkdor's Noggin Bopper Expansion Set;2023;690;Super Mario;130;https://cdn.rebrickable.com/media/sets/71414-1.jpg;14.99
152384;1;71416-1;Lava Wave Ride Expansion Set;2023;690;Super Mario;218;https://cdn.rebrickable.com/media/sets/71416-1.jpg;34.99
152385;1;71417-1;Fliprus Snow Adventure Expansion Set;2023;690;Super Mario;567;https://cdn.rebrickable.com/media/sets/71417-1.jpg;64.99
152386;1;71418-1;Creativity Toolbox Maker Set;2023;690;Super Mario;588;https://cdn.rebrickable.com/media/sets/71418-1.jpg;59.99
152387;1;71419-1;Peach's Garden Balloon Ride Expansion Set;2023;690;Super Mario;453;https://cdn.rebrickable.com/media/sets/71419-1.jpg;49.99
152787;1;10317-1;Land Rover Classic Defender 90;2023;721;Icons;2344;https://cdn.rebrickable.com/media/sets/10317-1.jpg;239.99
152788;1;10312-1;Jazz Club;2023;155;Modular Buildings;2900;https://cdn.rebrickable.com/media/sets/10312-1.jpg;229.99
154204;1;75577-1;Mako Submarine​;2023;724;Avatar;553;https://cdn.rebrickable.com/media/sets/75577-1.jpg;59.99
154577;1;40648-1;Money Tree;2023;686;Chinese Traditional Festivals;336;https://cdn.rebrickable.com/media/sets/40648-1.jpg;24.99
154578;1;80045-1;Monkey King Ultra Mech;2023;693;Monkie Kid;1715;https://cdn.rebrickable.com/media/sets/80045-1.jpg;159.99
155335;1;80044-1;Monkie Kid's Team Hideout;2023;693;Monkie Kid;1589;https://cdn.rebrickable.com/media/sets/80044-1.jpg;139.99
155336;1;80043-1;Yellow Tusk Elephant;2023;693;Monkie Kid;851;https://cdn.rebrickable.com/media/sets/80043-1.jpg;79.99
156978;1;71800-1;Nya's Water Dragon EVO;2023;435;Ninjago;184;https://cdn.rebrickable.com/media/sets/71800-1.jpg;19.99
157136;1;21246-1;The Deep Dark Battle;2023;577;Minecraft;584;https://cdn.rebrickable.com/media/sets/21246-1.jpg;64.99
157149;1;31143-1;Birdhouse;2023;672;Creator 3-in-1;476;https://cdn.rebrickable.com/media/sets/31143-1.jpg;29.99
157154;1;80040-1;Monkie Kid's Combi Mech;2023;693;Monkie Kid;277;https://cdn.rebrickable.com/media/sets/80040-1.jpg;19.99
157155;1;80041-1;Mei's Dragon Jet;2023;693;Monkie Kid;246;https://cdn.rebrickable.com/media/sets/80041-1.jpg;19.99
157683;1;40646-1;Daffodils;2023;721;Icons;216;https://cdn.rebrickable.com/media/sets/40646-1.jpg;14.99
157879;1;40651-1;Australia Postcard;2023;22;Creator;191;https://cdn.rebrickable.com/media/sets/40651-1.jpg;14.99
161412;1;30654-1;X-Wing Starfighter;2023;158;Star Wars;87;https://cdn.rebrickable.com/media/sets/30654-1.jpg;239.99
164046;1;41811-1;Hogwarts Desktop Kit;2023;688;DOTS;846;https://cdn.rebrickable.com/media/sets/41811-1.jpg;44.99
164239;1;76251-1;Star-Lord's Helmet;2023;702;Avengers;602;https://cdn.rebrickable.com/media/sets/76251-1.jpg;79.99
164253;1;11033-1;Creative Fantasy Universe;2023;621;Classic;1800;https://cdn.rebrickable.com/media/sets/11033-1.jpg;89.99
164965;1;10316-1;Lord of the Rings: Rivendell;2023;721;Icons;6181;https://cdn.rebrickable.com/media/sets/10316-1.jpg;499.99
143628;2;42096-1;Porsche 911 RSR;2019;1;Technic;1580;https://cdn.rebrickable.com/media/sets/42096-1.jpg;179.99
165656;1;76256-1;Ant-Man Construction Figure;2023;696;Super Heroes Marvel;289;https://cdn.rebrickable.com/media/sets/76256-1.jpg;29.99
109145;2;42115-1;Lamborghini Sián FKP 37;2020;1;Technic;3696;https://cdn.rebrickable.com/media/sets/42115-1.jpg;449.99
167546;1;10998-1;3in1 Magical Castle;2023;641;Mickey & Friends;160;https://cdn.rebrickable.com/media/sets/10998-1.jpg;99.99
168066;1;77013-1;Escape from the Lost Tomb;2023;264;Indiana Jones;600;https://cdn.rebrickable.com/media/sets/77013-1.jpg;39.99
168067;1;77012-1;Fighter Plane Chase;2023;264;Indiana Jones;387;https://cdn.rebrickable.com/media/sets/77012-1.jpg;34.99
168068;1;77015-1;Temple of the Golden Idol;2023;264;Indiana Jones;1545;https://cdn.rebrickable.com/media/sets/77015-1.jpg;149.99
168367;1;75363-1;The Mandalorian N-1 Starfighter Microfighter;2023;158;Star Wars;88;https://cdn.rebrickable.com/media/sets/75363-1.jpg;15.99
168472;1;76957-1;Velociraptor Escape;2023;602;Jurassic World;137;https://cdn.rebrickable.com/media/sets/76957-1.jpg;39.99
168476;1;76958-1;Dilophosaurus Ambush;2023;602;Jurassic World;211;https://cdn.rebrickable.com/media/sets/76958-1.jpg;19.99
168477;1;76959-1;Triceratops Research;2023;602;Jurassic World;281;https://cdn.rebrickable.com/media/sets/76959-1.jpg;49.99
168478;1;76960-1;Brachiosaurus Discovery;2023;602;Jurassic World;512;https://cdn.rebrickable.com/media/sets/76960-1.jpg;79.99
168479;1;76961-1;Visitor Center: T. rex & Raptor Attack;2023;602;Jurassic World;693;https://cdn.rebrickable.com/media/sets/76961-1.jpg;129.99
168770;1;71423-1;Dry Bowser Castle Battle Expansion Set;2023;690;Super Mario;1321;https://cdn.rebrickable.com/media/sets/71423-1.jpg;109.99
169248;1;75361-1;Spider Tank;2023;158;Star Wars;526;https://cdn.rebrickable.com/media/sets/75361-1.jpg;49.99
171050;1;75358-1;Tenoo Jedi Temple;2023;158;Star Wars;124;https://cdn.rebrickable.com/media/sets/75358-1.jpg;39.99
171716;1;43215-1;The Enchanted Treehouse;2023;579;Disney Princess;1016;https://cdn.rebrickable.com/media/sets/43215-1.jpg;159.99
173339;1;76990-1;Sonic's Speed Sphere Challenge;2023;747;Sonic The Hedgehog;292;https://cdn.rebrickable.com/media/sets/76990-1.jpg;34.99
173340;1;76991-1;Tails' Workshop and Tornado Plane;2023;747;Sonic The Hedgehog;376;https://cdn.rebrickable.com/media/sets/76991-1.jpg;39.99
173341;1;76992-1;Amy's Animal Rescue Island;2023;747;Sonic The Hedgehog;388;https://cdn.rebrickable.com/media/sets/76992-1.jpg;49.99
173342;1;76994-1;Sonic's Green Hill Zone Loop Challenge;2023;747;Sonic The Hedgehog;802;https://cdn.rebrickable.com/media/sets/76994-1.jpg;99.99
173407;1;43221-1;100 Years of Disney Animation Icons;2023;608;Disney;1022;https://cdn.rebrickable.com/media/sets/43221-1.jpg;59.99
173632;1;43225-1;The Little Mermaid Royal Clamshell;2023;608;Disney;1808;https://cdn.rebrickable.com/media/sets/43225-1.jpg;159.99
173633;1;43229-1;Ariel's Treasure Chest;2023;608;Disney;370;https://cdn.rebrickable.com/media/sets/43229-1.jpg;44.99
174245;1;71424-1;Donkey Kong's Tree House;2023;690;Super Mario;555;https://cdn.rebrickable.com/media/sets/71424-1.jpg;59.99
174255;1;71420-1;Rambi the Rhino Expansion Set;2023;690;Super Mario;106;https://cdn.rebrickable.com/media/sets/71420-1.jpg;10.99
174256;1;71421-1;Dixie Kong's Jungle Jam Expansion Set;2023;690;Super Mario;174;https://cdn.rebrickable.com/media/sets/71421-1.jpg;26.99
174257;1;71425-1;Diddy Kong's Mine Cart Ride Expansion Set;2023;690;Super Mario;1157;https://cdn.rebrickable.com/media/sets/71425-1.jpg;109.99
174536;1;10787-1;Kitty Fairy's Garden Party;2023;748;Gabby’s Dollhouse;130;https://cdn.rebrickable.com/media/sets/10787-1.jpg;34.99
174539;1;10786-1;Gabby & MerCat's Ship & Spa;2023;748;Gabby’s Dollhouse;89;https://cdn.rebrickable.com/media/sets/10786-1.jpg;19.99
174555;1;31142-1;Space Roller Coaster;2023;672;Creator 3-in-1;874;https://cdn.rebrickable.com/media/sets/31142-1.jpg;109.99
174556;1;43226-1;Disney Duos;2023;608;Disney;553;https://cdn.rebrickable.com/media/sets/43226-1.jpg;44.99
174557;1;43227-1;Villain Icons;2023;608;Disney;1540;https://cdn.rebrickable.com/media/sets/43227-1.jpg;129.99
174628;1;10788-1;Gabby's Dollhouse;2023;748;Gabby’s Dollhouse;499;https://cdn.rebrickable.com/media/sets/10788-1.jpg;79.99
174629;1;10785-1;Bakey with Cakey Fun;2023;748;Gabby’s Dollhouse;58;https://cdn.rebrickable.com/media/sets/10785-1.jpg;10.99
174633;1;41759-1;Heartlake City Bus;2023;494;Friends;480;https://cdn.rebrickable.com/media/sets/41759-1.jpg;49.99
174634;1;10991-1;Dream Playground;2023;504;Duplo;75;https://cdn.rebrickable.com/media/sets/10991-1.jpg;49.99
174635;1;10989-1;Water Park;2023;504;Duplo;19;https://cdn.rebrickable.com/media/sets/10989-1.jpg;39.99
174636;1;76259-1;Batman Construction Figure;2023;697;Batman;275;https://cdn.rebrickable.com/media/sets/76259-1.jpg;32.99
174638;1;76258-1;Captain America Construction Figure;2023;702;Avengers;310;https://cdn.rebrickable.com/media/sets/76258-1.jpg;32.99
174639;1;76257-1;Wolverine Construction Figure;2023;707;X-Men;327;https://cdn.rebrickable.com/media/sets/76257-1.jpg;32.99
174640;1;10988-1;The Bus Ride;2023;632;Town;16;https://cdn.rebrickable.com/media/sets/10988-1.jpg;19.99
174641;1;76260-1;Black Widow & Captain America Motorcycles;2023;702;Avengers;130;https://cdn.rebrickable.com/media/sets/76260-1.jpg;15.99
174703;1;71453-1;Izzie and Bunchu the Bunny;2023;749;Dreamzzz;259;https://cdn.rebrickable.com/media/sets/71453-1.jpg;19.99
174704;1;71454-1;Mateo and Z-Blob the Robot;2023;749;Dreamzzz;237;https://cdn.rebrickable.com/media/sets/71454-1.jpg;19.99
174705;1;71455-1;Grimkeeper the Cage Monster;2023;749;Dreamzzz;274;https://cdn.rebrickable.com/media/sets/71455-1.jpg;37.99
174706;1;71456-1;Mrs. Castillo's Turtle Van;2023;749;Dreamzzz;434;https://cdn.rebrickable.com/media/sets/71456-1.jpg;47.99
174707;1;71457-1;Pegasus Flying Horse;2023;749;Dreamzzz;482;https://cdn.rebrickable.com/media/sets/71457-1.jpg;49.99
174708;1;71458-1;Crocodile Car;2023;749;Dreamzzz;494;https://cdn.rebrickable.com/media/sets/71458-1.jpg;59.99
174709;1;71459-1;Stable Of Dream Creatures;2023;749;Dreamzzz;681;https://cdn.rebrickable.com/media/sets/71459-1.jpg;79.99
174710;1;71460-1;Mr. Oz's Space Bus;2023;749;Dreamzzz;878;https://cdn.rebrickable.com/media/sets/71460-1.jpg;99.99
174711;1;71461-1;Fantastical Tree House;2023;749;Dreamzzz;1257;https://cdn.rebrickable.com/media/sets/71461-1.jpg;109.99
174712;1;71469-1;Nightmare Shark Ship;2023;749;Dreamzzz;1389;https://cdn.rebrickable.com/media/sets/71469-1.jpg;139.99
174762;1;42158-1;NASA Mars Rover Perseverance;2023;1;Technic;1132;https://cdn.rebrickable.com/media/sets/42158-1.jpg;99.99
174763;1;42157-1;John Deere 948L-II Skidder;2023;1;Technic;1492;https://cdn.rebrickable.com/media/sets/42157-1.jpg;199.99
174764;1;42162-1;Bugatti Bolide Agile Blue;2023;1;Technic;905;https://cdn.rebrickable.com/media/sets/42162-1.jpg;49.99
174765;1;60362-1;Car Wash;2023;52;City;243;https://cdn.rebrickable.com/media/sets/60362-1.jpg;32.99
174766;1;60363-1;Ice Cream Shop;2023;52;City;296;https://cdn.rebrickable.com/media/sets/60363-1.jpg;39.99
174767;1;60364-1;Street Skate Park;2023;52;City;454;https://cdn.rebrickable.com/media/sets/60364-1.jpg;67.99
174768;1;60365-1;Apartment Building;2023;52;City;688;https://cdn.rebrickable.com/media/sets/60365-1.jpg;94.99
174769;1;60366-1;Ski and Climbing Center;2023;52;City;1045;https://cdn.rebrickable.com/media/sets/60366-1.jpg;119.99
