part_num;Name;Serial;Price;element_id;design_id;color_id
22961;BEAM 1M W/CROSS AXLE;6167939/22961;$0.13;6167939;22961;4
93273;PLATE W. BOW 1X4X2/3;6167936/93273;$0.14;6167936;93273;28
61409;ROOF TILE W. LATTICE 1x2x2/3;6167922/61409;$0.06;6167922;61409;179
18654;BEAM 1X1;6167923/18654;$0.04;6167923;18654;19
18980;1/2 CIRCLE PLATE 2X6;6167854/18980;$0.18;6167854;18980;28
98252;BRICK 2X3 W. INV. BOW;6167834/98252;$1.05;6167834;98252;322
11833;Plate Round 4X4 with Ø16mm hole;6167800/28620;$0.26;6167800;28620;0
62113;LATTICE PLATE 1X4X3;6167599/62113;$0.22;6167599;62113;84
60849;NOZZLE W/Ø3.18, SHAFT;6167585/60849;$0.12;6167585;60849;297
11833;Plate Round 4X4 with Ø16mm hole;6167798/28620;$0.26;6167798;28620;71
6126b;DRAGON'S FIRE;6167739/28618;$0.15;6167739;28618;41
3899;MUG;6167767/28655;$0.14;6167767;28655;45
14719;FLAT TILE CORNER 1X2X2;6167572/14719;$0.06;6167572;14719;73
4891;DUPLO DRAWER;6167554/4891;$0.70;6167554;4891;15
60478;PLATE 1X2 W/SHAFT Ø3.2;6167699/60478;$0.06;6167699;60478;84
98233;PLATE 2X6;6167685/98233;$1.20;6167685;98233;321
25550;WALL W/ BRICK 1X2X2;6167545/25550;$0.90;6167545;25550;15
28592;TRAINFRONT 2X4;6167670/28592;$1.44;6167670;28592;322
43898;PARABOLIC REFLECTOR Ø24X6,4;6167518/43898;$0.17;6167518;43898;14
98223;BRICK 2X4 W. BOWS;6167668/98223;$1.09;6167668;98223;322
18653;Brick 1x3x2 w. inside bow;6167516/18653;$0.15;6167516;18653;25
6134;PLATE 2X2 (ROCKING);6167644/6134;$0.14;6167644;6134;70
92002;PARASOL Ø96;6167509/92002;$2.21;6167509;92002;322
4032a;PLATE 2X2 ROUND;6167643/4032;$0.06;6167643;4032;84
26835;GEAR WHEEL Z12,W/ TUBE,W/O CLUTCH POWER;6167508/26835;$2.25;6167508;26835;4
26832;GEAR WHEEL Z8, W/ TUBE, W/O CLUTCH POWER;6167507/26832;$2.56;6167507;26832;322
3937;ROCKER BEARING 1X2;6167642/3937;$0.09;6167642;3937;84
26836;PLATE 12X12, W/ CYLINDER 2X2X1/2;6167504/26836;$14.38;6167504;26836;27
26832;GEAR WHEEL Z8, W/ TUBE, W/O CLUTCH POWER;6167506/26832;$2.56;6167506;26832;14
30367c;FINAL BRICK 2X2;6167491/30367;$0.13;6167491;30367;1
87079;FLAT TILE 2X4;6167472/87079;$0.16;6167472;87079;85
15535;FLAT TILE 2X2 ROUND W/ HOLE DIA. 4.85;6167483/15535;$0.07;6167483;15535;27
63864;FLAT TILE 1X3;6167471/63864;$0.11;6167471;63864;85
4162;FLAT TILE 1X8;6167470/4162;$0.15;6167470;4162;85
6636;FLAT TILE 1X6;6167465/6636;$0.13;6167465;6636;27
2420;CORNER PLATE 1X2X2;6167461/2420;$0.07;6167461;2420;85
3710;PLATE 1X4;6167464/3710;$0.10;6167464;3710;85
64799;FRAME PLATE 4X4;6167450/64799;$0.28;6167450;64799;15
3070b;FLAT TILE 1X1;6167457/3070;$0.06;6167457;3070;85
15068;PLATE W. BOW  2X2X2/3;6166865/15068;$0.13;6166865;15068;379
30357;PLATE 3X3, 1/4 CIRCLE;6167389/30357;$0.17;6167389;30357;14
28192;ROOF TILE 1X2, DEG. 45, W/O KNOBS;6166863/28192;$0.07;6166863;28192;85
27263;TILE 2X2, DEG. 90, W/ DEG. 45 CUT;6166854/27263;$0.07;6166854;27263;272
11213;PLATE 6X6 ROUND WITH TUBE SNAP;6166127/11213;$0.41;6166127;11213;28
6636;FLAT TILE 1X6;6164336/6636;$0.13;6164336;6636;321
18945;PANEL WITH ANGLE 5X11;6164383/18945;$1.38;6164383;18945;0
2584;DRUM HOLDER 2X2;6163507/28457;$0.43;6163507;28457;0
99781;ANGULAR PLATE 1,5 TOP 1X2 1/2;6163471/99781;$0.09;6163471;99781;1
60481;ROOF TILE 2X1X2;6163294/60481;$0.11;6163294;60481;323
87994;SHAFT 3M Ø3.2;6161772/17715;$0.05;6161772;17715;10
18654;BEAM 1X1;6161155/18654;$0.04;6161155;18654;179
3710;PLATE 1X4;6161222/3710;$0.10;6161222;3710;5
15535;FLAT TILE 2x2 ROUND W. HOLE Ø4.85;6132790/15535;$0.07;6132790;15535;28
6183;ARCH 1X6X2;6132772/24434;$0.35;6132772;24434;15
11437;Ø3.2 SHAFT CROWN FOR HELMET;6132730/11437;$0.16;6132730;11437;297
11213;PLATE 6X6 ROUND WITH TUBE SNAP;6131694/11213;$0.41;6131694;11213;191
24299;LEFT PLATE 2x2 27 DEG;6132609/24299;$0.08;6132609;24299;14
73825;PLATE 1X1, W/ 1.5 PLATE 1X2, UPWARDS;6359683/73825;$0.10;6359683;73825;320
26603;FLAT TILE 2X3;6359681/26603;$0.10;6359681;26603;320
24246;FLAT TILE 1X1, 1/2 CIRCLE;6359273/35399;$0.04;6359273;35399;484
73230;BRICK 1X1, W/ CROSS HOLE;6359069/73230;$0.16;6359069;73230;378
77182;RIGHT SHELL 2X10X2, OUTSIDE BOW, W/ CUT;6359068/77182;$1.68;6359068;77182;378
77180;LEFT SHELL 2X10X2, OUTSIDE BOW, W/ CUT;6359067/77180;$1.68;6359067;77180;378
71689;SHELL 5X13X2 W/ CROSS HOLE, NO. 1;6358257/71689;$0.97;6358257;71689;0
47398;RIGHT PLATE W. ANGLE 3X12;6358293/47398;$0.46;6358293;47398;320
42918;BRICK 2X8,OUTSIDE BOW,W/ CUT OUT,NO. 1;6358292/42918;$0.46;6358292;42918;320
68325;DESIGN BRICK, 4X4X1, NO. 1;6358291/68325;$0.53;6358291;68325;0
47397;LEFT PLATE W. ANGLE 3X12;6358290/47397;$0.44;6358290;47397;19
47398;RIGHT PLATE W. ANGLE 3X12;6358289/47398;$0.46;6358289;47398;19
6190;TELEPHONE RECIVER;6358288/6190;$0.14;6358288;6190;15
35565;WALL 2X6X6, 1/2 CIRCLE, W/ CUT OUT;6358033/35565;$0.99;6358033;35565;15
32065;TECHNIC 7M HALF BEAM;6357992/58486;$0.28;6357992;58486;1
42918;BRICK 2X8,OUTSIDE BOW,W/ CUT OUT,NO. 1;6357953/42918;$0.46;6357953;42918;19
65509;PLATE 2X4, W/ 2 KNOBS;6357956/65509;$0.18;6357956;65509;272
90498;FLAT TILE 8X16;6357952/90498;$1.90;6357952;90498;19
27150;UMBRELLA NO. 1;6357947/27150;$0.17;6357947;27150;297
18980;1/2 CIRCLE PLATE 2X6;6357946/18980;$0.18;6357946;18980;70
15469;PLATE 2X2,2/3 W/KRYDSHUL& CROWN LEAF;6357821/15469;$0.19;6357821;15469;272
3941;BRICK Ø16 W. CROSS;6357806/6143;$0.10;6357806;6143;28
50950;BRICK W/BOW 1/3;6357800/50950;$0.10;6357800;50950;78
18653;Brick 1x3x2 w. inside bow;6357619/18653;$0.15;6357619;18653;322
93273;PLATE W. BOW 1X4X2/3;6357798/93273;$0.12;6357798;93273;78
32555;ANG.BRICK 5X5, Ø4,85;6357617/28973;$0.59;6357617;28973;15
32828;PLATE 1X1 ROUND W/ HORIZONTAL 3.2 SHAFT;6357616/32828;$0.05;6357616;32828;378
3622;BRICK 1X3;6357794/3622;$0.14;6357794;3622;78
33909;PLATE 2X2, W/ REDUCED KNOBS;6357615/33909;$0.06;6357615;33909;322
37352;BRICK 1X2, OUTSIDE HALF BOW;6357793/37352;$0.09;6357793;37352;78
54200;ROOF TILE 1X1X2/3, ABS;6357792/54200;$0.05;6357792;54200;78
28802;ANGLE PLATE 1X2/1X4;6168616/28802;$0.12;6168616;28802;14
27261;DESIGN, PLATE 2X3, ROCK, NO. 1;6168609/27261;$0.18;6168609;27261;72
85984;ROOF TILE 1 X 2 X 2/3, ABS;6168574/85984;$0.08;6168574;85984;288
98252;BRICK 2X3 W. INV. BOW;6167549/98252;$1.05;6167549;98252;14
3437;DUPLO BRICK 2X2;6167546/3437;$0.58;6167546;3437;321
2302;DUPLO BRICK, BOW 2X3X1;6167686/2302;$0.92;6167686;2302;321
24201;PLATE W/ HALF BOW INV. 1X2X2/3;6167223/24201;$0.06;6167223;24201;14
43722;RIGHT PLATE 2X3 W/ ANGLE;6167130/43722;$0.08;6167130;43722;288
43723;LEFT PLATE 2X3 W/ ANGLE;6167129/43723;$0.09;6167129;43723;288
27263;TILE 2X2, DEG. 90, W/ DEG. 45 CUT;6166895/27263;$0.07;6166895;27263;27
32316;TECHNIC 5M BEAM;6163687/32316;$0.19;6163687;32316;321
13355;PLATE 2X3 W. B AND ROTATION CON.;6162007/13355;$1.17;6162007;13355;0
14769;FLAT TILE 2X2, ROUND;6131589/14769;$0.08;6131589;14769;191
22885;BRICK 1X2X1 2/3 W/4 KNOBS;6132426/22885;$0.13;6132426;22885;5
4286;ROOF TILE 1X3/25°;6131583/4286;$0.09;6131583;4286;191
15573;PLATE 1X2, W/ 1 KNOB;6132424/15573;$0.06;6132424;15573;212
22889;INV. ROOF 2X6 45 DEG. W/CUT;6131572/22889;$0.30;6131572;22889;15
3795;PLATE 2X6;6132422/3795;$0.19;6132422;3795;212
3020;PLATE 2X4;6132418/3020;$0.14;6132418;3020;212
60478;PLATE 1X2 W/SHAFT Ø3.2;6130035/60478;$0.06;6130035;60478;288
15395;DOME 2X2, INVERTED W. ONE STUD;6132411/15395;$0.16;6132411;15395;322
14719;FLAT TILE CORNER 1X2X2;6129747/14719;$0.06;6129747;14719;1
6003;PLATE 6X6 W. BOW;6129601/6003;$0.50;6129601;6003;27
3709;PLATE 2X4, 3XØ4.9;6132408/3709;$0.13;6132408;3709;191
92438;PLATE 8X16;6129600/92438;$2.13;6129600;92438;27
3703;TECHNIC BRICK 1X16, Ø4,9;6132379/3703;$0.81;6132379;3703;27
18653;Brick 1x3x2 w. inside bow;6129340/18653;$0.15;6129340;18653;71
3702;TECHNIC BRICK 1X8;6132375/3702;$0.35;6132375;3702;27
3701;TECHNIC BRICK 1X4, Ø4,9;6132373/3701;$0.17;6132373;3701;27
3700;TECHNIC BRICK 1X2, Ø4.9;6132372/3700;$0.11;6132372;3700;27
54200;ROOF TILE 1X1X2/3, ABS;6127601/54200;$0.05;6127601;54200;5
15209;PLATE 1X2 W.2 VERTICAL TEETH;6127506/15209;$0.15;6127506;15209;0
23990;WATER CAN;6132281/23990;$2.77;6132281;23990;322
75902pr0007;"SHIELD "" NO.7""";6127398/23957;$1.57;6127398;23957;0
24179;CABIN 4X4X3, NO. 1;6132273/24179;$2.00;6132273;24179;321
85984;ROOF TILE 1 X 2 X 2/3, ABS;6127366/85984;$0.08;6127366;85984;308
11253;MINI ROLLER SKATE;6132266/18747;$0.12;6132266;18747;297
32028;PLATE 1X2 WITH SLIDE;6132264/32028;$0.05;6132264;32028;179
2419;CORNER PLATE 3X6;6127326/2419;$0.29;6127326;2419;272
24309;BRICK, W/ HALF BOW 2X3, W/ CUT;6132210/24309;$0.20;6132210;24309;4
15458;FLAT PANEL 3X11M;6127205/15458;$1.11;6127205;15458;72
42023;BRICK 1X6 W/BOW, REV.;6132260/42023;$0.29;6132260;42023;71
22881;BRICK 2X2 W/ROTATION SNAP;6127191/22881;$0.98;6127191;22881;27
24307;RIGHT PLATE 2x2 27DEG;6132201/24307;$0.08;6132201;24307;14
18671;BRICK W. PLATE 2X3X1 1/3;6132157/18671;$0.21;6132157;18671;272
22380;MINI HELMET NO.87;6127054/22380;$0.32;6127054;22380;272
87580;PLATE 2X2 W 1 KNOB;6126090/23893;$0.07;6126090;23893;322
87580;PLATE 2X2 W 1 KNOB;6126060/23893;$0.07;6126060;23893;73
87580;PLATE 2X2 W 1 KNOB;6126049/23893;$0.07;6126049;23893;1
87580;PLATE 2X2 W 1 KNOB;6126050/23893;$0.07;6126050;23893;14
3068bpr0273;"FLAT TILE 2X2 ""NO.273""";6122977/23035;$0.29;6122977;23035;70
87087;BRICK 1X1 W. 1 KNOB;6125776/87087;$0.10;6125776;87087;30
30304;VW SCANNER;6122729/30304;$0.16;6122729;30304;15
15573;PLATE 1X2 W. 1 KNOB;6122504/15573;$0.06;6122504;15573;191
41879a;MINI LEG;6121893/41879;$0.26;6121893;41879;379
3626cpr1786;MINI HEAD NO. 1786;6125384/23817;$0.26;6125384;23817;14
4740;SATELLITE DISH Ø16;6121816/4740;$0.05;6121816;4740;27
98834;SPOILER W. SHAFT Ø 3.2;6124820/98834;$0.21;6124820;98834;72
87079;FLAT TILE 2X4;6124349/87079;$0.16;6124349;87079;379
3626cpr1776;"MINI HEAD ""NO. 1776""";6124264/23694;$0.26;6124264;23694;14
32523;TECHNIC 3M BEAM;6121726/32523;$0.10;6121726;32523;70
15706;PLATE (A)  4M 45°;6124250/15706;$0.21;6124250;15706;322
49668;PLATE 1X1 W/TOOTH;6123860/49668;$0.06;6123860;49668;1
88930;PLATE W. BOW 2x4x2/3;6121296/88930;$0.19;6121296;88930;72
22888;1/2 CIRCLE PLATE 4X8;6123812/22888;$0.35;6123812;22888;19
13731;BRICK WITH BOW 1x10;6121293/13731;$0.29;6121293;13731;25
3626cpr1762;"MINI HEAD ""NO. 1762""";6123714/23094;$0.26;6123714;23094;14
4282;PLATE 2X16;6120642/4282;$0.50;6120642;4282;272
11211;BRICK 1X2 W. 2 KNOBS;6119197/11211;$0.13;6119197;11211;14
15068;PLATE W. BOW  2X2X2/3;6119126/15068;$0.13;6119126;15068;322
18974;BRICK W/ARCH 2X4X2 1/3;6119118/18974;$0.39;6119118;18974;72
18646;PLATE HALF CIRCLE 3x6 WITH CUT;6119119/18646;$0.24;6119119;18646;25
3623;PLATE 1X3;6119107/3623;$0.07;6119107;3623;322
93274;ANGLE PLATE 1X2 / 2X4;6118828/21731;$0.15;6118828;21731;14
44728;ANGLE PLATE 1X2 / 2X2;6117971/21712;$0.09;6117971;21712;2
44728;ANGLE PLATE 1X2 / 2X2;6117969/21712;$0.09;6117969;21712;25
44728;ANGLE PLATE 1X2 / 2X2;6117968/21712;$0.09;6117968;21712;1
44728;ANGLE PLATE 1X2 / 2X2;6117938/21712;$0.09;6117938;21712;14
4162;FLAT TILE 1X8;6117716/4162;$0.15;6117716;4162;73
11211;BRICK 1X2 W. 2 KNOBS;6117317/11211;$0.13;6117317;11211;226
64681;LEFT PANEL 3X11;6115314/64681;$0.75;6115314;64681;4
19807;WEAPON, NO. 26;6117255/19807;$0.24;6117255;19807;179
64393;RIGHT PANEL 3X11;6115313/64393;$0.73;6115313;64393;4
99206;PLATE 2X2X2/3 W. 2. HOR. KNOB;6116797/99206;$0.10;6116797;99206;1
15535;FLAT TILE 2x2 ROUND W. HOLE Ø4.85;6115248/15535;$0.07;6115248;15535;19
50304;RIGHT PLATE 3X8 W/ANGLE;6115221/50304;$0.33;6115221;50304;272
21229;FENCE 4X4X2;6115198/21229;$0.56;6115198;21229;0
3069bpr0144;"FLAT TILE 1X2 ""NO. 144""";6115160/21213;$0.23;6115160;21213;15
14718;WALL ELEMENT 1X4X2;6115117/14718;$0.28;6115117;14718;0
13793;WELDER'S TORCH W. 3,2 SHAFT;6116470/13793;$0.93;6116470;13793;72
44375b;PARABOLA 6X6;6116265/44375;$0.50;6116265;44375;272
4151b;GRID PLATE 8X8;6116263/4151;$0.95;6116263;4151;71
78c03;CORRUGATED PIPE 24MM,;6116017/21164;$0.41;6116017;21164;179
11212;PLATE 3X3;6115031/11212;$0.12;6115031;11212;19
19807;WEAPON, NO. 26;6114925/19807;$0.24;6114925;19807;297
40490;TECHNIC 9M BEAM;6115618/64289;$0.28;6115618;64289;2
40490;TECHNIC 9M BEAM;6115616/64289;$0.28;6115616;64289;14
40490;TECHNIC 9M BEAM;6115617/64289;$0.28;6115617;64289;1
98215;CUP W. GROOVES, 4X4X1½;6114698/18805;$2.60;6114698;18805;484
18918;CAKE DECORATION W. KNOB;6114695/18918;$1.91;6114695;18918;322
18395;FLAME TRIBAL W/SHAFT Ø3.2 MM;6114248/18395;$0.32;6114248;18395;0
75c14;OUTERCABLE 112MM;6113961/56178;$0.59;6113961;56178;0
2654;SLIDE SHOE ROUND 2X2;6113048/2654;$0.08;6113048;2654;158
30357;PLATE 3X3, 1/4 CIRCLE;6112979/30357;$0.17;6112979;30357;26
15068;PLATE W. BOW  2X2X2/3;6112964/15068;$0.13;6112964;15068;31
17865pr0001;"CAT ""NO. 1""";6112706/21046;$2.29;6112706;21046;15
40909;DUPLO BALLOON;6112774/40909;$2.15;6112774;40909;4
4672;DUPLO PLATE 4X8;6109109/20820;$2.60;6109109;20820;15
6091;BRICK W. ARCH 1X1X1 1/3;6112356/6091;$0.09;6112356;6091;25
15576;BOAT BASE;6109089/15576;$2.68;6109089;15576;4
973c32h01pr2998;MINI UPPER PART NO. 2998;6112219/76382;$1.17;6112219;76382;25
42023;BRICK 1X6 W/BOW, REV.;6112323/42023;$0.29;6112323;42023;0
4289;LANTERN MAST 2X2X3;6108866/4289;$0.30;6108866;4289;15
15580;ROOF TILE 2X3X2;6108952/15580;$1.84;6108952;15580;73
18980;1/2 CIRCLE PLATE 2X6;6108802/18980;$0.18;6108802;18980;4
3710;PLATE 1X4;6111685/3710;$0.10;6111685;3710;379
3034;PLATE 2X8;6109931/3034;$0.25;6109931;3034;85
18918;CAKE DECORATION W. KNOB;6108780/18918;$1.91;6108780;18918;15
3022;PLATE 2X2;6109930/3022;$0.09;6109930;3022;26
3943b;ROCKET STEP 4X4X2;6108662/3943;$0.47;6108662;3943;15
30150;BOX 3X4;6108560/30150;$0.61;6108560;30150;71
3460;PLATE 1X8;6109929/3460;$0.17;6109929;3460;26
85080;BRICK 2X2W.INSIDE AND OUTS.BOW;6107743/85080;$0.09;6107743;85080;297
3037;ROOF TILE 2X4/45°;6109901/3037;$0.17;6109901;3037;30
6106;CORNER PLATE 6X6X45°;6107667/6106;$0.50;6107667;6106;15
3031;PLATE 4X4;6109819/3031;$0.20;6109819;3031;85
3040b;ROOF TILE 1X2/45°;6109814/3040;$0.10;6109814;3040;85
43888;COLUMN 1X1X6;6107209/43888;$0.49;6107209;43888;297
47457;PLATES W. BOWS 2X2;6109766/47457;$0.15;6109766;47457;85
18646;PLATE HALF CIRCLE 3x6 WITH CUT;6109765/18646;$0.24;6109765;18646;27
4032a;PLATE 2X2 ROUND;6109752/4032;$0.06;6109752;4032;322
3039;ROOF TILE 2X2/45°;6107200/3039;$0.14;6107200;3039;85
92947;PROFILE BRICK Ø15.83 W. CROSS;6107194/92947;$0.12;6107194;92947;297
55981;RIM WIDE 18x14 W. HOLE Ø4.8;6109685/20896;$0.19;6109685;20896;297
55981;RIM WIDE 18x14 W. HOLE Ø4.8;6109681/20896;$0.19;6109681;20896;14
41854;WHEEL ARCH 2X4;6109466/41854;$0.25;6109466;41854;4
3010;BRICK 1X4;6107188/3010;$0.16;6107188;3010;30
98302;JET ENGINE;6107171/98302;$0.40;6107171;98302;72
87079;FLAT TILE 2X4;6106713/87079;$0.16;6106713;87079;29
3958;PLATE 6X6;6106692/3958;$0.53;6106692;3958;272
43711;RIGHT ROOF TILE 2X4 W/ANGLE;6106683/43711;$0.25;6106683;43711;15
43710;LEFT ROOF TILE 2X4 W/ANGLE;6106685/43710;$0.25;6106685;43710;15
15254;BRICK W. INSIDE BOW 1X6X2;6106193/15254;$0.28;6106193;15254;84
15254;BRICK W. INSIDE BOW 1X6X2;6106184/15254;$0.28;6106184;15254;4
14719;FLAT TILE CORNER 1X2X2;6103392/14719;$0.06;6103392;14719;272
2420;CORNER PLATE 1X2X2;6106027/2420;$0.07;6106027;2420;25
6259;WALL ELEMENT, ROUND 2X4X4;6106025/20430;$0.61;6106025;20430;72
18906;CROCODILE TAIL;6103383/18906;$0.15;6103383;18906;2
18904;CROCODILE 4X9  BODY;6103380/18904;$1.08;6103380;18904;2
43721;LEFT BRICK 2X4 W/BOW/ANGLE;6105967/43721;$0.36;6105967;43721;71
43720;RIGHT BRICK 2X4 W/BOW/ANGLE;6105965/43720;$0.35;6105965;43720;71
3021;PLATE 2X3;6102999/3021;$0.13;6102999;3021;29
20302;DUPLO BAG;6104418/20302;$1.44;6104418;20302;25
973c03h03pr2503;MINI UPPER PART NO. 2503;6056326/76382;$1.04;6056326;76382;0
15068;PLATE W. BOW  2X2X2/3;6104344/15068;$0.13;6104344;15068;484
3664;DUPLO BRICK 2X2X2, R=15;6056305/3664;$1.04;6056305;3664;321
3011;DUPLO BRICK 2X4;6056303/3011;$1.05;6056303;3011;321
47457;PLATES W. BOWS 2X2;6055783/47457;$0.15;6055783;47457;19
3942c;NOSE CONE 2X2X2;6056297/14918;$0.21;6056297;14918;4
15458;FLAT PANEL 3X11M;6055627/15458;$1.11;6055627;15458;15
13965;BRICK WITH BOW 1X3X3;6056287/13965;$0.20;6056287;13965;31
87580;PLATE 2X2 W 1 KNOB;6056291/87580;$0.10;6056291;87580;27
50304;RIGHT PLATE 3X8 W/ANGLE;6056274/50304;$0.33;6056274;50304;19
3029;PLATE 4X12;6056270/3029;$0.53;6056270;3029;322
45677;PLATE 4X4X2/3;6055328/45677;$0.31;6055328;45677;1
10314;BRICK 1X4X1 1/3;6056265/10314;$0.21;6056265;10314;5
14222pr0001;"DUPLO SIGN, ROUND ""NO.4""";6055259/15803;$2.23;6055259;15803;297
4460b;ROOF TILE 1X2X3/73°;6055224/4460;$0.18;6055224;4460;288
87087;BRICK 1X1 W. 1 KNOB;6055222/87087;$0.10;6055222;87087;288
15625;RAMP 4X8X6,4 W. WING;6055166/15625;$0.80;6055166;15625;72
15624;PLATE 8X8X6,4, 3 CUT OUT, 1 WING;6055164/15624;$2.23;6055164;15624;27
48933;ROOF TILE 4X2/18° W/COR.;6055158/48933;$0.42;6055158;48933;0
2454b;BRICK 1X2X5;6055104/2454;$0.30;6055104;2454;1
40379;TIP OF THE TAIL Ø6,47;6055070/40379;$0.20;6055070;40379;0
92107;TRAPDOOR FRAME 6X8;6054973/92107;$0.53;6054973;92107;15
4490;BRICK W. BOW 1X3;6054930/4490;$0.17;6054930;4490;29
93606;BRICK W. BOW 2X4;6054529/93606;$0.23;6054529;93606;25
15469;PLATE 2X2,2/3 W/KRYDSHUL& CROWN LEAF;6050927/15469;$0.19;6050927;15469;5
32474;BALL 10.2, W/ CROSS HOLE;6052864/32474;$0.12;6052864;32474;15
14718;WALL ELEMENT 1X4X2;6049737/14718;$0.28;6049737;14718;4
13971;RIM NARROW Ø18x7 W HOLE Ø4.8;6048859/13971;$0.20;6048859;13971;4
4672;DUPLO PLATE 4X8;6048851/10199;$2.74;6048851;10199;10
12602;DUPLO RAIL 1X6;6048846/12602;$1.17;6048846;12602;4
3622;BRICK 1X3;6052345/3622;$0.14;6052345;3622;29
14222pr0017;DUPLO SIGN, ROUND, DEC.;6052243/10226;$2.93;6052243;10226;15
6153b;FRONT 4X6X1;6048746/6153;$0.68;6048746;6153;0
14222pr0016;"DUPLO SIGN, ROUND ""NO. 3""";6052233/13973;$2.32;6052233;13973;73
14222;DUPLO SIGN, ROUND;6052230/14222;$1.67;6052230;14222;297
3022;PLATE 2X2;6047422/3022;$0.09;6047422;3022;85
15070;PLADE 1X1 M. 1 LOD. TAND;6047218/15070;$0.10;6047218;15070;14
15068;PLATE W. BOW  2X2X2/3;6047037/15068;$0.13;6047037;15068;308
47457;PLATES W. BOWS 2X2;6046939/47457;$0.15;6046939;47457;308
15068;PLATE W. BOW  2X2X2/3;6046904/15068;$0.13;6046904;15068;326
63864;FLAT TILE 1X3;6046903/63864;$0.11;6046903;63864;326
13608;LASER PISTOL;6046398/13608;$0.22;6046398;13608;179
15207;WALL ELEMENT 1X4X1 ABS;6046379/15207;$0.13;6046379;15207;4
14413;FACET BRICK 4X4X1;6039346/14413;$0.31;6039346;14413;71
11153;BRICK WITH BOW 1X4;6045945/11153;$0.12;6045945;11153;31
11153;BRICK WITH BOW 1X4;6045943/11153;$0.12;6045943;11153;28
30602;FRONT, 2X2, SPORT;6039200/30602;$0.28;6039200;30602;320
11153;BRICK WITH BOW 1X4;6045941/11153;$0.12;6045941;11153;70
11153;BRICK WITH BOW 1X4;6045938/11153;$0.12;6045938;11153;1
4871;ROOF TILE 2X4 INV.;6039192/4871;$0.20;6039192;4871;70
30565;PLATE 4X4, 1/4 CIRCLE;6038682/30565;$0.18;6038682;30565;2
13965;BRICK WITH BOW 1X3X3;6038531/13965;$0.20;6038531;13965;0
15118;LADDER;6045722/15118;$1.79;6045722;15118;15
33243;BOW BRICK 1X3X2;6038459/33243;$0.24;6038459;33243;27
11153;BRICK WITH BOW 1X4;6042956/11153;$0.12;6042956;11153;272
30367c;FINAL BRICK 2X2;6038353/30367;$0.13;6038353;30367;2
6106;CORNER PLATE 6X6X45°;6038212/6106;$0.50;6038212;6106;320
11153;BRICK WITH BOW 1X4;6042953/11153;$0.12;6042953;11153;320
11153;BRICK WITH BOW 1X4;6042952/11153;$0.12;6042952;11153;19
4477;PLATE 1X10;6037995/4477;$0.16;6037995;4477;320
11248c01;DUPLO CHASSIS 2X6;6042648/14639;$2.59;6042648;14639;1
3032;PLATE 4X6;6037887/3032;$0.41;6037887;3032;272
43710;LEFT ROOF TILE 2X4 W/ANGLE;6040297/43710;$0.25;6040297;43710;0
43711;RIGHT ROOF TILE 2X4 W/ANGLE;6040298/43711;$0.25;6040298;43711;0
76371;DUPLO BRICK 1X2X2;6040230/76371;$0.67;6040230;76371;4
93273;PLATE W. BOW 1X4X2/3;6037886/93273;$0.14;6037886;93273;272
13359pr0001;BARRIER LEVER W. B-CONNECTOR W.DEC.;6037885/14269;$3.56;6037885;14269;15
76371;DUPLO BRICK 1X2X2;6040229/76371;$0.67;6040229;76371;1
13359;BARRIER LEVER W. B-CONNECTOR;6037884/13359;$1.89;6037884;13359;15
50950;BRICK W/BOW 1/3;6039946/50950;$0.12;6039946;50950;2
3030;PLATE 4X10;6037834/3030;$0.55;6037834;3030;19
3626cpr0752;"MINI HEAD NO. ""752""";6039464/96004;$0.26;6039464;96004;14
13731;BRICK WITH BOW 1x10;6037667/13731;$0.29;6037667;13731;71
11153;BRICK WITH BOW 1X4;6037750/11153;$0.12;6037750;11153;25
14413;FACET BRICK 4X4X1;6039347/14413;$0.31;6039347;14413;0
13731;BRICK WITH BOW 1x10;6037666/13731;$0.29;6037666;13731;72
13731;BRICK WITH BOW 1x10;6037664/13731;$0.29;6037664;13731;0
3710;PLATE 1X4;6037652/3710;$0.10;6037652;3710;26
3020;PLATE 2X4;6037658/3020;$0.14;6037658;3020;26
50950;BRICK W/BOW 1/3;6037650/50950;$0.12;6037650;50950;26
4287c;ROOF TILE 1X3/25° INV.;6037389/4287;$0.12;6037389;4287;2
2654;SLIDE SHOE ROUND 2X2;6037289/2654;$0.08;6037289;2654;70
30503;CORNER PLATE 45 DEG. 4X4;6034852/30503;$0.16;6034852;30503;19
3040b;ROOF TILE 1X2/45°;6036851/3040;$0.10;6036851;3040;321
13547;BRICK 1X4X1 INV. BOW;6034675/13547;$0.15;6034675;13547;15
13358;HOLDER 2X2X2 W. B AND ROT. CON.;6036717/13358;$0.92;6036717;13358;0
30162;PRISMATIC BINOCULARS;6034543/30162;$0.13;6034543;30162;297
3033;PLATE 6X10;6034497/3033;$0.71;6034497;3033;25
30367c;FINAL BRICK 2X2;6036500/30367;$0.13;6036500;30367;322
3045;CORNER BRICK 2X2/45° OUTSIDE;6036493/3045;$0.13;6036493;3045;322
89523;PLATE OCTAGONAL 10X10 W. SNAP;6034493/89523;$1.40;6034493;89523;71
91988;PLATE 2X14;6036487/91988;$0.40;6036487;91988;19
11249;TREASURE CHEST 2X4X3;6034352/11249;$2.18;6034352;11249;297
