part_num;Name;Serial;Price;element_id;design_id;color_id
973c14h01pr6850;MINI UPPER PART, NO. 6850;6468371/76382;$1.22;6468371;76382;71
973c05h01pr6840;MINI UPPER PART, NO. 6840;6463580/76382;$1.22;6463580;76382;272
970c23pat19;MINI LOWER PART;6467618/77601;$1.02;6467618;77601;84
60593;FRAME 1X2X3;6468352/3662;$0.20;6468352;3662;72
77850;PLATE 1X3, ROUNDED, NO. 1;6446028/77850;$0.12;6446028;77850;71
3478;WIG, BIG HEAD, NO. 1;6430626/3478;$1.16;6430626;3478;0
973c35h01pr6825;MINI UPPER PART, NO. 6825;6460998/76382;$1.32;6460998;76382;326
973c14h01pr6766;MINI UPPER PART, NO. 6766;6453944/76382;$1.04;6453944;76382;71
28621pr4152;MINI HEAD, NO. 4152;6446937/104509;$0.24;6446937;104509;14
75902pr0036;SHIELD, NO. 36;6449632/104738;$1.21;6449632;104738;72
75902pr0035;SHIELD, NO. 35;6446939/104511;$1.21;6446939;104511;72
2431pr9993;FLAT TILE 1X4, NO. 199;6446940/104512;$0.49;6446940;104512;70
28621pr4151;MINI HEAD, NO. 4151;6446935/104507;$0.24;6446935;104507;14
25128c01;MINI FIGUR BABY BODY;6483534/25128;$2.13;6483534;25128;3
38800;MINI WIG, NO. 224;6461853/86370;$0.73;6461853;86370;308
34316;MINI WIG, NO. 332;6459549/3090;$0.92;6459549;3090;70
38798;MINI WIG, NO. 223;6457875/3061;$0.93;6457875;3061;484
973c15h01pr6790;MINI UPPER PART, NO. 6790;6457709/76382;$1.10;6457709;76382;323
25269;1/4 CIRCLE TILE 1X1;6454942/25269;$0.04;6454942;25269;326
2420;CORNER PLATE 1X2X2;6454543/2420;$0.06;6454543;2420;308
20310;DESIGN BRICK 1X1X2;6449592/20310;$0.14;6449592;20310;0
34103;PLATE 1X3 W/ 2 KNOBS;6449594/34103;$0.06;6449594;34103;28
35464;ROOF TILE 1X1, DEG. 45, W/O KNOBS;6262021/35464;$0.06;6262021;35464;72
30136;PALISADE BRICK 1X2;6429478/30136;$0.08;6429478;30136;326
13808;SAXOPHONE W. Ø3,2 SHAFT;6483420/13808;$0.47;6483420;13808;297
3748;BOW, NO. 3;6450613/3748;$0.51;6450613;3748;0
36037;MINI WIG, NO. 199;6462378/36037;$0.46;6462378;36037;19
37762;CANDLE, NO. 1;6454936/37762;$0.07;6454936;37762;19
77850;PLATE 1X3, ROUNDED, NO. 1;6450820/77850;$0.12;6450820;77850;15
69857;MINI WIG, NO. 318;6454364/69857;$0.61;6454364;69857;19
68495pat0003;CUP, NO. 1006;6454153/68495;$0.60;6454153;68495;47
3565;LEAF 2X6X1, NO. 1;6433394/3565;$0.27;6433394;3565;10
2682;PLANT, W/ PLATE 2X3X2, NO. 1;6439714/2682;$0.18;6439714;2682;15
38320;BARS FOR FRAME 1X2X2;6477141/3273;$0.08;6477141;3273;0
3396;TILE 2X2, W/ CUT OUT;6449595/3396;$0.15;6449595;3396;15
3386;PLATE 1X1X2/3, W/ 1 KNOB, ROUNDED;6448793/3386;$0.15;6448793;3386;71
970c11pr2550;MINI LOWER PART, NO. 2550;6449633/104739;$0.82;6449633;104739;28
15469;PLATE 2X2,2/3 W/KRYDSHUL& CROWN LEAF;6447702/15469;$0.17;6447702;15469;378
77845;PLATE 1X4, ROUNDED, NO. 1;6463591/77845;$0.14;6463591;77845;70
99563;GOLD INGOT;6448315/99563;$0.04;6448315;99563;320
3572;BRICK 1X5X2, INSIDE HALF ARCH;6458992/3572;$0.65;6458992;3572;70
53450;HELMET, NO. 36;6391821/53450;$0.28;6391821;53450;1103
3532;WIG, NO. 70;6432153/3532;$0.83;6432153;3532;0
4643;WIG, W/ 1,5 HOLE, NO. 5;6455310/4643;$0.93;6455310;4643;308
58057pr9999;DOG 2X4X2.5, NO. 4;6487485/58057;$7.00;6487485;58057;19
74528;MINI HAT, NO. 148;6470128/5368;$0.93;6470128;5368;15
10509pr0009;ANIMAL NO.11;6458645/10509;$5.08;6458645;10509;15
77845;PLATE 1X4, ROUNDED, NO. 1;6456718/77845;$0.13;6456718;77845;71
973c01h01pr6774;MINI UPPER PART, NO. 6774;6455810/76382;$1.06;6455810;76382;26
973c01h01pr6773;MINI UPPER PART, NO. 6773;6455746/76382;$1.04;6455746;76382;0
2682;PLANT, W/ PLATE 2X3X2, NO. 1;6454351/2682;$0.17;6454351;2682;72
3941;BRICK Ø16 W. CROSS;6454167/6143;$0.09;6454167;6143;84
19119;STALK W. 1,5 SHAFT AND 3,2 SHAFT;6452882/19119;$0.18;6452882;19119;308
3565;LEAF 2X6X1, NO. 1;6451597/3565;$0.26;6451597;3565;2
78258;SHAFT 2M DIA. 3.2 W/ STOP;6451002/78258;$0.08;6451002;78258;70
85861;PL.ROUND 1X1 W. THROUGHG. HOLE;6449836/29387;$0.05;6449836;29387;47
973c28h01pr6736;MINI UPPER PART, NO. 6736;6448731/76382;$1.10;6448731;76382;31
36037;MINI WIG, NO. 199;6448730/36037;$0.44;6448730;36037;320
2682;PLANT, W/ PLATE 2X3X2, NO. 1;6447541/2682;$0.17;6447541;2682;288
3386;PLATE 1X1X2/3, W/ 1 KNOB, ROUNDED;6446788/3386;$0.15;6446788;3386;15
973c09h01pr6610;MINI UPPER PART, NO. 6610;6443370/76382;$1.15;6443370;76382;31
11256;MINI WIG NO. 39;6442897/34283;$0.39;6442897;34283;15
23945pat0003;HOURGLASS;6440804/23945;$0.61;6440804;23945;47
37762;CANDLE, NO. 1;6436421/37762;$0.05;6436421;37762;71
28621pr4088;MINI HEAD, NO. 4088;6434234/103001;$0.28;6434234;103001;14
28621pr4027;MINI HEAD, NO. 4027;6434209/102977;$0.28;6434209;102977;14
28621pr4030;MINI HEAD, NO. 4030;6434190/102957;$0.28;6434190;102957;14
30137;PALISADE BRICK 1X4;6429479/30137;$0.15;6429479;30137;326
67688;BEARING ELEMENT 2X2, SINGLE;6482959/67688;$0.41;6482959;67688;0
60593;FRAME 1X2X3;6468351/3662;$0.19;6468351;3662;70
6254;ICE CREAM;6458475/1887;$0.45;6458475;1887;15
11055pr0022;FLAG, W/ 2 HOLDERS, NO. 22;6446963/104515;$2.12;6446963;104515;15
4162;FLAT TILE 1X8;6447565/4162;$0.12;6447565;4162;308
2526;EPAULETS;6446193/2526;$0.09;6446193;2526;226
67043pat0001;MINI WIG, NO. 288;6444494/100927;$1.28;6444494;100927;19
973c27h01pr6635;MINI UPPER PART, NO. 6635;6444471/76382;$1.04;6444471;76382;15
2526;EPAULETS;6440977/2526;$0.09;6440977;2526;4
36060;MINI WIG, NO. 200;6438933/3413;$0.43;6438933;3413;0
2545;MINI SHAKO;6437956/2545;$0.28;6437956;2545;0
99563;GOLD INGOT;6437958/99563;$0.04;6437958;99563;14
67338;CROISSANT;6424035/3346;$0.21;6424035;3346;484
15470;1X1 DECORATION TOP NO. 1;6424009/3338;$0.09;6424009;3338;15
15470;1X1 DECORATION TOP NO. 1;6424008/3338;$0.09;6424008;3338;29
98283;Profile brick 1x2 single gro.;6417947/98283;$0.12;6417947;98283;379
3898;MINI BAKER'S HAT;6452529/4307;$0.37;6452529;4307;15
2003;WIG, NO. 59;6450906/2003;$1.70;6450906;2003;0
973c26h01pr6731;MINI UPPER PART, NO. 6731;6448535/76382;$1.04;6448535;76382;19
973c27h01pr6729;MINI UPPER PART, NO. 6729;6448356/76382;$1.04;6448356;76382;15
973c01h01pr6726;MINI UPPER PART, NO. 6726;6448238/76382;$1.09;6448238;76382;30
62605pr0004;SHARK 8X16, NO. 1;6447773/104652;$6.48;6447773;104652;71
37364c23;MINI LEG PART, NO. 2;6447008/37364;$1.70;6447008;37364;84
89158;LIANE WITH LEAVES;6446331/89158;$8.70;6446331;89158;10
13785;MINI WIG NO. 54;6446313/86220;$0.82;6446313;86220;484
10048;MINI FIGURE WIG NO. 34;6446084/10048;$0.70;6446084;10048;0
973c14h12pr9999;MINI UPPER PART, NO. 6676;6446000/76382;$1.04;6446000;76382;71
3023;PLATE 1X2;6445942/3023;$0.06;6445942;3023;1089
61506;FEDORA HAT;6445927/61506;$0.15;6445927;61506;71
62604pr0004;SHARK, HEAD, NO. 10;6445836/104442;$3.53;6445836;104442;71
3628;3.2 HOLDER, W/ 3.2 SHAFT;6445414/3628;$0.21;6445414;3628;71
3749;CONNECTOR PEG/CROSS AXLE;6445394/6562;$0.05;6445394;6562;1103
3628;3.2 HOLDER, W/ 3.2 SHAFT;6445341/3628;$0.21;6445341;3628;0
90396;MINI WIG NO. 10;6444779/86398;$1.03;6444779;86398;226
88286;MINI WIG NO. 9;6443885/88286;$0.29;6443885;88286;19
973c27h01pr6621;MINI UPPER PART, NO. 6621;6443826/76382;$1.04;6443826;76382;322
973c42h27pr6620;MINI UPPER PART, NO. 6620;6443825/76382;$1.04;6443825;76382;322
973c14h01pr6617;MINI UPPER PART, NO. 6617;6443721/76382;$1.39;6443721;76382;25
973c42h01pr6618;MINI UPPER PART, NO. 6618;6443726/76382;$1.04;6443726;76382;322
973c01h01pr6616;MINI UPPER PART, NO. 6616;6443719/76382;$0.82;6443719;76382;15
44751;MINI WIG, NO. 238;6443720/44751;$0.26;6443720;44751;70
2633;MINI WIG, NO. 369;6442996/2633;$0.63;6442996;2633;19
102285pr0001;TURTLE, NO. 11;6440966/104100;$3.44;6440966;104100;10
973c01h01pr6584;MINI UPPER PART, NO. 6584;6440839/76382;$1.10;6440839;76382;212
27149;MINI HAT, NO. 30;6440253/27149;$0.40;6440253;27149;0
17347;MINI FIGURE WIG, NO. 84;6439986/17347;$0.70;6439986;17347;308
37695;PLANT, W/ 3.2 SHAFT, 1.5 HOLE, NO. 1;6438776/37695;$0.11;6438776;37695;320
973c03h27pr6564;MINI UPPER PART, NO. 6564;6438667/76382;$1.04;6438667;76382;0
2682;PLANT, W/ PLATE 2X3X2, NO. 1;6438450/2682;$0.17;6438450;2682;27
14518;SHARK BODY 6X9;6437968/14518;$1.46;6437968;14518;71
3592pr0001;OTTER, NO. 2;6435171/103417;$1.35;6435171;103417;70
70844pr0002;MOUSE, NO. 5;6435137/103384;$2.00;6435137;103384;71
49578pr0001;WHALE W/ 1.5 HOLE, NO. 2;6435010/103317;$2.98;6435010;103317;15
24111pr0040;DOG, W/ HOLE, DIA. 1.5, NO. 40;6434966/103283;$1.86;6434966;103283;19
49579pr0003;DOLPHIN, W/ 1.5 HOLE,NO. 7;6434965/103282;$1.21;6434965;103282;323
98496pr0003;BEAR, NO. 7;6434910/103272;$7.70;6434910;103272;15
28621pr4057;MINI HEAD, NO. 4057;6434831/103210;$0.30;6434831;103210;14
3381pr0001;BEAR, NO. 6;6434808/103187;$2.18;6434808;103187;15
20512pr0005;SHARK, JAW, NO. 5;6434820/103199;$0.86;6434820;103199;71
28621pr4031;MINI HEAD, NO. 4031;6434805/103184;$0.30;6434805;103184;14
67229pr0002;SHARK, HEAD, NO. 9;6434775/103168;$2.25;6434775;103168;71
67337pr0004;STINGRAY, NO. 4;6434774/103167;$2.81;6434774;103167;379
3399pr0001;BABY SEAL, NO. 1;6434764/103157;$1.28;6434764;103157;15
3380pr0001;SEAL, NO. 3;6434763/103156;$2.21;6434763;103156;71
28621pr9985;MINI HEAD, NO. 4049;6434505/102910;$0.28;6434505;102910;14
28621pr9982;MINI HEAD, NO. 4051;6434491/102896;$0.28;6434491;102896;14
28621pr9998;MINI HEAD, NO. 3991;6434457/102863;$0.28;6434457;102863;14
28621pr9997;MINI HEAD, NO. 3993;6434450/102856;$0.30;6434450;102856;14
4216;BRICK 1X2 W. GROOVE;6434305/4216;$0.09;6434305;4216;28
98367;MINI SHIELD;6432249/98367;$0.80;6432249;98367;0
80796;BRICK 1X2X2, W/ 8 KNOBS;6430926/80796;$0.49;6430926;80796;72
3379;ANIMAL JAW, NO. 14;6424567/3379;$4.68;6424567;3379;15
4216;BRICK 1X2 W. GROOVE;6325913/4216;$0.09;6325913;4216;84
3024;PLATE 1X1;6257079/3024;$0.05;6257079;3024;379
62361;SCREEN 1X6X1 W. EDGE;6476001/4925;$0.21;6476001;4925;15
3484;STICK Ø 3.2 W/ HOLDER;6439041/3484;$0.06;6439041;3484;71
67687;BEARING ELEMENT 2X2, DOUBLE;6482961/67687;$0.56;6482961;67687;0
3484;STICK Ø 3.2 W/ HOLDER;6439040/3484;$0.06;6439040;3484;72
67688;BEARING ELEMENT 2X2, SINGLE;6482958/67688;$0.41;6482958;67688;71
30089b;CAMERA;6476480/4724;$0.11;6476480;4724;0
3277;WIG, NO. 57;6436364/3277;$0.46;6436364;3277;308
3484;STICK Ø 3.2 W/ HOLDER;6439039/3484;$0.06;6439039;3484;0
973c29h01pr6488;MINI UPPER PART, NO. 6488;6434969/76382;$1.15;6434969;76382;212
6256;DISH Ø24;6433560/6256;$0.20;6433560;6256;0
35646;DESIGN BRICK 1X1X1 1/3;6432504/35646;$0.10;6432504;35646;84
2417;LIMB ELEMENT;6431823/2417;$0.22;6431823;2417;320
33078;SAUSAGE;6430093/25994;$0.11;6430093;25994;10
51270;VEGETABLE, NO. 3;6426472/51270;$0.18;6426472;51270;484
1566;PLANT, W/ 3.2 SHAFT, NO. 1;6426470/1566;$0.20;6426470;1566;326
2435;SPRUCE TREE, SMALL;6426464/2435;$0.72;6426464;2435;326
39262;CROWN, NO. 1;6420228/39262;$0.08;6420228;39262;10
2526;EPAULETS;6426228/2526;$0.09;6426228;2526;25
24866;FLOWER 1X1;6426463/24866;$0.03;6426463;24866;226
39262;CROWN, NO. 1;6420229/39262;$0.08;6420229;39262;1
32607;PLANT, W/ PLATE 1X1, NO. 1;6420914/32607;$0.05;6420914;32607;212
2528;ADMIRAL'S HAT;6420916/2528;$0.20;6420916;2528;85
6148;PALMLEAF, SMALL;6420219/6148;$0.31;6420219;6148;288
2528;ADMIRAL'S HAT;6420919/2528;$0.20;6420919;2528;26
32607;PLANT, W/ PLATE 1X1, NO. 1;6372723/32607;$0.05;6372723;32607;4
3262;FINAL BRICK 2X2;6429055/3262;$0.11;6429055;3262;4
95347;LATTICE TOWER 2X2X10 W/CROSS;6470981/4687;$0.61;6470981;4687;0
33172;CARROT;6424015/3342;$0.10;6424015;3342;25
10164pr0001;"MINI WINTER HAT ""NO. 1""";6427243/102264;$1.57;6427243;102264;15
53119;1X1 DECORATION TOP, NO. 2;6438899/3441;$0.07;6438899;3441;70
2652pr0001;CAT, NO. 39;6435013/103320;$2.09;6435013;103320;15
2570;CROSS BOW;6434369/2570;$0.27;6434369;2570;70
27257;SPEAR, NO. 1;6434368/27257;$0.11;6434368;27257;41
35494;MINI WIG, NO. 191;6434300/35494;$0.67;6434300;35494;0
87990;MINI WIG NO. 5;6431999/18227;$0.25;6431999;18227;92
36036pr0050;MINI SKIRT, NO. 50;6431021/102489;$3.54;6431021;102489;0
14769pr1252;FLAT TILE 2X2, ROUND, NO. 1252;6431014/102488;$0.34;6431014;102488;0
973c03h01pr6422;MINI UPPER PART, NO. 6422;6430843/76382;$1.04;6430843;76382;0
973c01h01pr6418;MINI UPPER PART, NO. 6418;6430624/76382;$1.04;6430624;76382;0
21778;MINI WIG, NO. 104;6430540/21778;$0.20;6430540;21778;71
973c27h01pr6416;MINI UPPER PART, NO. 6416;6430537/76382;$1.05;6430537;76382;1
973c41h07pr6417;MINI UPPER PART, NO. 6417;6430528/76382;$1.22;6430528;76382;484
973c01h19pr6414;MINI UPPER PART, NO. 6414;6430408/76382;$1.10;6430408;76382;379
44751;MINI WIG, NO. 238;6430396/44751;$0.23;6430396;44751;26
6141;PLATE 1X1 ROUND;6430373/34823;$0.04;6430373;34823;1055
24183pr0011;HAMSTER, W/ 1.5 HOLE, NO. 11;6430306/102441;$0.84;6430306;102441;0
88286;MINI WIG NO. 9;6430170/88286;$0.29;6430170;88286;4
98385;MINI WIG NO. 18;6429818/18228;$0.21;6429818;18228;321
2632;MINI WIG, NO. 370;6429817/2632;$0.77;6429817;2632;26
3626cpr3926;MINI HEAD, NO. 3926;6429739/102409;$0.25;6429739;102409;14
61252;PLATE 1X1 W/HOLDER VERTICAL;6429708/52738;$0.11;6429708;52738;47
20482;PLATE 1X1, W/ 3.2 SHAFT AND 1.5 HOLE;6429553/31561;$0.03;6429553;31561;272
3168pr0002;DOG, NO. 46;6429439/102361;$4.73;6429439;102361;15
973d44pr6390;MINI UPPER PART, NO. 6390;6429288/76382;$1.16;6429288;76382;3
1751;TILE 4X4;6429074/1751;$0.39;6429074;1751;72
973c30h18pr6385;MINI UPPER PART, NO.6385;6428993/76382;$1.15;6428993;76382;179
973e120pr6384;MINI UPPER PART, NO. 6384;6428827/76382;$1.29;6428827;76382;320
973c05h01pr6383;MINI UPPER PART, NO.6383;6428470/76382;$1.09;6428470;76382;27
973c27h14pr6382;MINI UPPER PART, NO. 6382;6428468/76382;$1.09;6428468;76382;179
3156;MINI MASK, NO. 14;6428437/3156;$1.46;6428437;3156;191
98385;MINI WIG NO. 18;6428177/18228;$0.21;6428177;18228;323
973c05h01pr6376;MINI UPPER PART, NO.6376;6427516/76382;$1.14;6427516;76382;321
23186;MINI WIG, NO. 105;6427427/23186;$0.13;6427427;23186;19
15469;PLATE 2X2,2/3 W/KRYDSHUL& CROWN LEAF;6426730/15469;$0.16;6426730;15469;288
41637;MINI ARMOUR, NO. 13;6426615/41637;$0.16;6426615;41637;71
2586;BATTLE SHIELD;6426171/2586;$0.15;6426171;2586;14
67631pr0001;ANIMAL, NO. 152;6425514/102240;$1.69;6425514;102240;70
973c01h01pr6367;MINI UPPER PART, NO. 6367;6425508/76382;$1.04;6425508;76382;15
87580;PLATE 2X2 W 1 KNOB;6425449/92569;$0.15;6425449;92569;47
2656;INTERIOR, NO. 8;6424600/2656;$1.17;6424600;2656;15
80683;DOOR 3X6;6424464/80683;$0.41;6424464;80683;47
40938;MINI WIG, NO. 235;6424457/40938;$0.37;6424457;40938;70
973c03h09pr6357;MINI UPPER PART, NO. 6357;6424050/76382;$1.09;6424050;76382;0
973c01h01pr6358;MINI UPPER PART, NO. 6358;6424033/76382;$1.10;6424033;76382;272
6064;BUSH;6423976/6064;$0.87;6423976;6064;70
75512;MINI WIG, NO. 320;6422914/75512;$0.28;6422914;75512;0
37762;CANDLE, NO. 1;6422088/37762;$0.05;6422088;37762;70
80444pr0001;BASS, NO. 5;6422007/101792;$2.39;6422007;101792;70
69729pr0018;TILE 2X6, NO. 18;6422005/101790;$1.39;6422005;101790;191
69729pr0017;TILE 2X6, NO. 17;6422002/101787;$1.41;6422002;101787;272
65803;BRICK 4/3, 16X16 W/ 4.85 HOLE;6421617/65803;$2.91;6421617;65803;78
2343;CUP WITHOUT WREATH;6420468/6269;$0.09;6420468;6269;484
3626cpr3910;MINI HEAD, NO. 3910;6420286/101448;$0.25;6420286;101448;3
3626cpr3907;MINI HEAD, NO. 3907;6420283/101445;$0.25;6420283;101445;14
3626cpr3904;MINI HEAD, NO. 3904;6419146/101419;$0.25;6419146;101419;14
3626cpr3903;MINI HEAD, NO. 3903;6419144/101417;$0.25;6419144;101417;14
3626cpr3909;MINI HEAD, NO. 3909;6419110/101383;$0.25;6419110;101383;14
3626cpr3925;MINI HEAD, NO. 3925;6419101/101374;$0.25;6419101;101374;14
3626cpr3924;MINI HEAD, NO. 3924;6419100/101373;$0.25;6419100;101373;14
3626cpr3923;MINI HEAD, NO. 3923;6419099/101372;$0.25;6419099;101372;14
3626cpr3922;MINI HEAD, NO. 3922;6419097/101370;$0.25;6419097;101370;14
3626cpr3920;MINI HEAD, NO. 3920;6419094/101367;$0.25;6419094;101367;14
3626cpr3921;MINI HEAD, NO. 3921;6419095/101368;$0.25;6419095;101368;14
3626cpr3917;MINI HEAD, NO. 3917;6419092/101365;$0.25;6419092;101365;14
80686pr0003;CAT, NO. 28;6417775/101336;$1.49;6417775;101336;322
3626cpr3902;MINI HEAD, NO. 3902;6417767/101328;$0.25;6417767;101328;322
970c27pr2414;MINI LOWER PART, NO. 2414;6417498/101318;$0.49;6417498;101318;15
3626cpr3895;MINI HEAD, NO. 3895;6417491/101311;$0.25;6417491;101311;0
3626cpr3900;MINI HEAD, NO. 3900;6417494/101314;$0.25;6417494;101314;15
2143;MINI MASK, NO. 12;6417339/2143;$0.69;6417339;2143;158
3157;MINI WIG, NO. 375;6414818/3157;$2.52;6414818;3157;191
28974;MINI FIG. BACK PLATE W. KNOB;6413995/28974;$0.11;6413995;28974;71
78329;PLATE 1X5;6413109/78329;$0.12;6413109;78329;72
33051;APPLE WITH LEAF;6413063/2664;$0.31;6413063;2664;10
2644;MINI WIG, NO. 367;6409768/2644;$0.65;6409768;2644;308
2640;MINI WIG, NO. 368;6409765/2640;$0.66;6409765;2640;484
2633;MINI WIG, NO. 369;6409763/2633;$0.63;6409763;2633;0
2632;MINI WIG, NO. 370;6409761/2632;$0.77;6409761;2632;19
30044;WINDOW FRAME 1X2X2 2/3;6408578/30044;$0.24;6408578;30044;0
2393;BEAM 3 MODULE, W/ 4.85 BUSH, NO. 1;6408168/2393;$0.25;6408168;2393;71
78301;MINI WIG, NO. 331;6385058/78301;$0.55;6385058;78301;84
80497;ELEPHANT TRUNK;6382326/80497;$0.20;6382326;80497;70
3626cpr3584;MINI HEAD, NO. 3584;6369661/82229;$0.28;6369661;82229;14
27150;UMBRELLA NO. 1;6359833/77042;$0.26;6359833;77042;0
25379;MINI WIG, NO.116;6421684/25379;$0.21;6421684;25379;25
27186;MINI WIG, NO. 122;6420631/27186;$0.30;6420631;27186;70
36037;MINI WIG, NO. 199;6420630/36037;$0.44;6420630;36037;308
37823;MINI WIG, NO. 220;6417264/37823;$0.33;6417264;37823;484
970c28pr2394;MINI LOWER PART, NO. 2394;6404014/100313;$0.65;6404014;100313;1
3743;TOOTHED BAR M=1, Z=10;6457283/4296;$0.16;6457283;4296;71
32126;TOGGEL JOINT;6457112/3182;$0.22;6457112;3182;0
973c26h02pr6328;MINI UPPER PART, NO. 6328;6413945/76382;$1.19;6413945;76382;19
92746;LUKE SKYWALKER WIG;6413913/92746;$0.24;6413913;92746;70
6059;WALL ELEMENT, 3X3X6, 1/4 BOW, NO. 1;6413634/3012;$1.73;6413634;3012;47
23986;TEA POT;6411592/23986;$0.27;6411592;23986;378
59900;NOSE CONE SMALL 1X1;6411591/59900;$0.04;6411591;59900;288
99563;GOLD INGOT;6372467/99563;$0.04;6372467;99563;378
1751;TILE 4X4;6402193/1751;$0.47;6402193;1751;71
25379;MINI WIG, NO.116;6399881/25379;$0.22;6399881;25379;0
14696;1 MODULE, CHAIN LINK;6348147/14696;$0.07;6348147;14696;71
33909;PLATE 2X2, W/ REDUCED KNOBS;6396392/33909;$0.05;6396392;33909;28
37762;CANDLE, NO. 1;6388120/37762;$0.06;6388120;37762;72
32828;PLATE 1X1 ROUND W/ HORIZONTAL 3.2 SHAFT;6388118/32828;$0.04;6388118;32828;72
10884;FINGER LEAF;6313102/42949;$0.52;6313102;42949;326
3626cpr3273;MINI HEAD, NO. 3273;6309258/69016;$0.26;6309258;69016;78
30374;LIGHT SWORD BLADE;6291400/28697;$0.07;6291400;28697;45
3498;STAR SYMBOL STAR W/ TUBE AND HOLE Ø1.5;6432033/3498;$0.06;6432033;3498;191
48092;BOW 1/4 4X4X1;6452524/72140;$0.25;6452524;72140;71
10170;MINI PRETZEL W. 3.2 SHAFT;6359941/77082;$0.11;6359941;77082;84
48092;BOW 1/4 4X4X1;6337627/72140;$0.25;6337627;72140;15
3747b;ROOF TILE 2X3/25° INV.;6435930/2752;$0.17;6435930;2752;71
1927;HINGE PLATE 1X2, NO. 2;6416525/1927;$0.27;6416525;1927;19
42876;TURKEY, DRUMSTICK;6360331/77088;$0.11;6360331;77088;484
15456;PLATE 2X2 W. BALL;6448318/3768;$0.15;6448318;3768;0
93231;MINI FIGURE LONGBOW;6444488/93231;$0.55;6444488;93231;70
70922;HARNESS, W/ 3.2 SHAFT;6431327/70922;$0.38;6431327;70922;1
3846pr0043;MINI SHIELD, NO. 29;6428495/102331;$1.10;6428495;102331;71
3846pr0042;MINI SHIELD, NO. 30;6428496/102332;$1.10;6428496;102332;71
3846pr0045;MINI SHIELD, NO. 27;6428493/102329;$1.10;6428493;102329;71
3846pr0048;MINI SHIELD, NO. 22;6428489/102325;$1.10;6428489;102325;71
3846pr0046;MINI SHIELD, NO. 25;6428491/102327;$1.10;6428491;102327;71
3068bpr0664;FLAT TILE 2X2, NO. 664;6428487/102324;$0.24;6428487;102324;15
3846pr0047;MINI SHIELD, NO. 24;6428486/102323;$1.10;6428486;102323;71
3626cpr3896;MINI HEAD, NO. 3896;6419080/101353;$0.25;6419080;101353;14
02889pr0001;DOG, NO. 45;6419079/101352;$1.37;6419079;101352;84
1927;HINGE PLATE 1X2, NO. 2;6416527/1927;$0.27;6416527;1927;15
1927;HINGE PLATE 1X2, NO. 2;6416524/1927;$0.27;6416524;1927;71
3626cpr3879;MINI HEAD, NO. 3879;6415657/101041;$0.30;6415657;101041;1089
3626cpr3876;MINI HEAD, NO. 3876;6415632/101035;$0.30;6415632;101035;1088
3626cpr3878;MINI HEAD, NO. 3878;6414559/100952;$0.30;6414559;100952;1089
3626cpr3877;MINI HEAD, NO. 3877;6415312/101029;$0.30;6415312;101029;70
36841;PLATE 1X1, W/ 1.5 PLATE 1X1, DOWNWARDS;6413106/36841;$0.04;6413106;36841;72
92083;MINI WIG NO. 12;6413079/92083;$0.48;6413079;92083;84
18855;FEEDING BOTTLE W. 3,2 SHAFT;6412881/1735;$0.15;6412881;1735;323
1126;TILE 1X2, 1/2 CIRCLE;6412816/1126;$0.11;6412816;1126;71
3811;BASE PLATE 32X32;6411443/3811;$9.79;6411443;3811;272
61976;SHOULDER BAG;6410498/61976;$0.15;6410498;61976;297
21301;ROWING BOAT 5X14X2 1/3;6408680/21301;$2.39;6408680;21301;15
1748;TILE 1X2, W/ 1/2 CIRCLE;6408629/1748;$0.10;6408629;1748;71
973c35h01pr6250;MINI UPPER PART, NO. 6250;6409778/76382;$1.14;6409778;76382;288
57881;MINI HAT, NO. 104;6409772/57881;$0.43;6409772;57881;288
973c05h01pr6249;MINI UPPER PART, NO. 6249;6409766/76382;$1.14;6409766;76382;272
36762;MINI WIG, NO. 204;6408207/36762;$0.25;6408207;36762;19
30176;BAMBOO LEAVES 3X3;6409581/30176;$0.20;6409581;30176;378
18959;MINI HAT NO. 28;6408195/18959;$0.95;6408195;18959;15
6131;MAGIC HAT;6408141/6131;$0.46;6408141;6131;1
1748;TILE 1X2, W/ 1/2 CIRCLE;6408047/1748;$0.12;6408047;1748;19
3626cpr3821;MINI HEAD, NO. 3821;6407052/100584;$0.29;6407052;100584;1088
15745;HEART W/ Ø3,2 SHAFT;6406715/28682;$0.18;6406715;28682;4
973c28h01pr6229;MINI UPPER PART, NO. 6229;6406106/76382;$1.26;6406106;76382;378
973c28h01pr6230;MINI UPPER PART, NO. 6230;6406251/76382;$1.19;6406251;76382;4
3001;BRICK 2X4;6406007/3001;$0.18;6406007;3001;379
973c28h01pr6227;MINI UPPER PART, NO. 6227;6405989/76382;$1.19;6405989;76382;4
30273;STEEL HELMET;6404506/30273;$0.31;6404506;30273;179
25269;1/4 CIRCLE TILE 1X1;6404363/84411;$0.08;6404363;84411;47
40240;RONS WIG;6405102/40240;$0.28;6405102;40240;0
3626cpr3865;MINI HEAD, NO. 3865;6404032/100331;$0.30;6404032;100331;1088
3626cpr3869;MINI HEAD, NO. 3869;6404030/100329;$0.30;6404030;100329;1089
3626cpr3866;MINI HEAD, NO. 3866;6404031/100330;$0.30;6404031;100330;1088
3626cpr3856;MINI HEAD, NO. 3856;6404028/100327;$0.30;6404028;100327;84
3626cpr3873;MINI HEAD, NO. 3873;6404026/100325;$0.30;6404026;100325;1089
